"Index","sim","BuyAndHold"
2006-01-02 00:00:00,0,NA
2006-03-29 09:00:00,0,0
2006-03-30 09:00:00,0,0.00583333333333324
2006-03-31 09:00:00,0,0.0144444444444446
2006-04-03 09:00:00,0,0.0111111111111111
2006-04-04 09:00:00,0,0.00749999999999997
2006-04-05 09:00:00,0,0.0066666666666666
2006-04-06 09:00:00,0,0.00305555555555562
2006-04-07 09:00:00,0,0.00611111111111108
2006-04-10 09:00:00,0,-0.00500000000000003
2006-04-11 09:00:00,0,-0.0119444444444445
2006-04-12 09:00:00,0,-0.00416666666666667
2006-04-13 09:00:00,0,0.0211111111111112
2006-04-14 09:00:00,0,0.0202777777777778
2006-04-17 09:00:00,-0.00944444444444463,-0.00944444444444454
2006-04-18 09:00:00,0.00444444444444457,0.00444444444444451
2006-04-19 09:00:00,0.0111111111111111,0.0111111111111111
2006-04-20 09:00:00,-0.00583333333333346,-0.0058333333333334
2006-04-21 09:00:00,0.0138888888888889,0.0138888888888889
2006-04-24 09:00:00,-0.0199999999999999,-0.02
2006-04-25 09:00:00,0.00444444444444457,0.00444444444444451
2006-04-26 09:00:00,0.0141666666666665,0.0141666666666666
2006-04-27 09:00:00,0.000277777777777904,0.000277777777777841
2006-04-28 09:00:00,-0.0252777777777779,-0.0252777777777778
2006-05-02 09:00:00,0.0108333333333335,0.0108333333333334
2006-05-03 09:00:00,0.00305555555555537,0.00305555555555546
2006-05-04 09:00:00,0.0019444444444447,0.00194444444444457
2006-05-08 09:00:00,0.00999999999999981,0.0099999999999999
2006-05-09 09:00:00,-0.00111111111111098,-0.00111111111111105
2006-05-10 09:00:00,-0.0011111111111113,-0.00111111111111121
2006-05-11 09:00:00,0.0130555555555558,0.0130555555555557
2006-05-12 09:00:00,-0.023888888888889,-0.023888888888889
2006-05-15 09:00:00,-0.0208333333333333,-0.0208333333333333
2006-05-16 09:00:00,-0.025,-0.025
2006-05-16 09:00:00,0,NA
2006-05-17 09:00:00,-0.0158333333333333,0.0158333333333333
2006-05-18 09:00:00,0.0280555555555554,-0.0280555555555555
2006-05-19 09:00:00,-0.00666666666666654,0.0066666666666666
2006-05-22 09:00:00,0.023888888888889,-0.023888888888889
2006-05-23 09:00:00,0.00194444444444438,-0.00194444444444441
2006-05-24 09:00:00,-0.00388888888888908,0.00388888888888898
2006-05-25 09:00:00,0.0291666666666667,-0.0291666666666667
2006-05-26 09:00:00,-0.0199999999999999,0.02
2006-05-29 09:00:00,-0.00333333333333327,0.0033333333333333
2006-05-30 09:00:00,0.00916666666666673,-0.0091666666666667
2006-06-01 09:00:00,0.0161111111111111,-0.0161111111111111
2006-06-01 09:00:00,0,NA
2006-06-02 09:00:00,0.011388888888889,0.011388888888889
2006-06-05 09:00:00,-0.00888888888888882,-0.00888888888888886
2006-06-07 09:00:00,-0.0227777777777777,-0.0227777777777777
2006-06-08 09:00:00,-0.0266666666666668,-0.0266666666666667
2006-06-09 09:00:00,0.00527777777777765,0.00527777777777771
2006-06-12 09:00:00,0.00333333333333359,0.00333333333333346
2006-06-13 09:00:00,-0.0311111111111114,-0.0311111111111112
2006-06-14 09:00:00,0.0166666666666667,0.0166666666666667
2006-06-15 09:00:00,-0.00472222222222216,-0.00472222222222219
2006-06-16 09:00:00,0.0341666666666667,0.0341666666666667
2006-06-19 09:00:00,-0.00666666666666654,-0.0066666666666666
2006-06-20 09:00:00,-0.0247222222222224,-0.0247222222222223
2006-06-21 09:00:00,0.00277777777777778,0.00277777777777778
2006-06-22 09:00:00,0.0116666666666666,0.0116666666666666
2006-06-23 09:00:00,-0.0108333333333332,-0.0108333333333333
2006-06-26 09:00:00,0.0105555555555556,0.0105555555555556
2006-06-27 09:00:00,0.00500000000000006,0.00500000000000003
2006-06-28 09:00:00,-0.00638888888888895,-0.00638888888888892
2006-06-29 09:00:00,0.0205555555555554,0.0205555555555555
2006-06-30 09:00:00,0.0180555555555556,0.0180555555555556
2006-07-03 09:00:00,0.000833333333333396,0.000833333333333365
2006-07-04 09:00:00,-0.00694444444444444,-0.00694444444444444
2006-07-05 09:00:00,-0.00138888888888889,-0.00138888888888889
2006-07-06 09:00:00,-0.0155555555555557,-0.0155555555555556
2006-07-07 09:00:00,0.0122222222222224,0.0122222222222223
2006-07-10 09:00:00,0.0216666666666667,0.0216666666666667
2006-07-11 09:00:00,-0.00444444444444457,-0.00444444444444451
2006-07-12 09:00:00,0,0
2006-07-13 09:00:00,-0.0155555555555557,-0.0155555555555556
2006-07-14 09:00:00,-0.026111111111111,-0.026111111111111
2006-07-18 09:00:00,-0.0116666666666666,-0.0116666666666666
2006-07-19 09:00:00,0.00444444444444425,0.00444444444444435
2006-07-20 09:00:00,0.0333333333333333,0.0333333333333333
2006-07-21 09:00:00,-0.00388888888888876,-0.00388888888888883
2006-07-24 09:00:00,-0.00500000000000006,-0.00500000000000003
2006-07-25 09:00:00,0.0152777777777778,0.0152777777777778
2006-07-26 09:00:00,-0.00361111111111117,-0.00361111111111114
2006-07-27 09:00:00,0.0152777777777778,0.0152777777777778
2006-07-28 09:00:00,0.0019444444444447,0.00194444444444457
2006-07-31 09:00:00,-0.00333333333333359,-0.00333333333333346
2006-08-01 09:00:00,-0.00444444444444425,-0.00444444444444435
2006-08-02 09:00:00,0.00722222222222203,0.00722222222222213
2006-08-03 09:00:00,-0.00138888888888889,-0.00138888888888889
2006-08-04 09:00:00,0.00611111111111136,0.00611111111111124
2006-08-07 09:00:00,-0.0108333333333335,-0.0108333333333334
2006-08-08 09:00:00,0.0136111111111113,0.0136111111111112
