,SPVXSP Index,UX1 Index,UX2 Index,VIX Index
2009-09-24,73011.45,26.9,28.5,24.95
2009-09-23,71668.11,26.35,28.15,23.49
2009-09-22,71077.8,26.1,28.05,23.08
2009-09-21,72584.83,26.7,28.4,24.06
2009-09-18,72687.35,26.75,28.35,23.92
2009-09-17,70940.35,26.1,27.75,23.65
2009-09-16,70539.09,25.95,27.65,23.69
2009-09-15,73801.02,23.5,27.15,23.42
2009-09-14,73592.09,23.85,27.05,23.86
2009-09-11,75455.27,24.75,27.7,24.15
2009-09-10,74507.44,24.45,27.35,23.55
2009-09-09,78137.12,25.95,28.6,24.32
2009-09-08,80443.72,26.7,29.45,25.62
2009-09-04,83169.37,27.6,30.45,25.26
2009-09-03,86005.7,28.95,31.25,27.1
2009-09-02,90161.36,30.5,32.65,28.9
2009-09-01,88953.71,30.05,32.25,29.15
2009-08-31,84858,28.5,30.95,26.01
2009-08-28,83648.12,28.1,30.5,24.76
2009-08-27,82835.49,27.8,30.25,24.68
2009-08-26,83964.58,28.3,30.4,24.95
2009-08-25,82517.17,27.75,30.05,24.92
2009-08-24,81617.32,27.4,29.9,25.14
2009-08-21,81540.05,27.35,30,25.01
2009-08-20,82759.38,27.8,30.1,25.09
2009-08-19,84374.01,28.35,30.55,26.26
2009-08-18,87052.55,26.35,29.25,26.18
2009-08-17,89086.42,27.6,29.9,27.89
2009-08-14,84042.09,25.2,28.3,24.27
2009-08-13,82690.96,25.05,27.8,24.71
2009-08-12,84329.6,25.55,28.35,25.45
2009-08-11,85397.07,26.2,28.6,25.99
2009-08-10,83773.66,25.6,28.1,24.99
2009-08-07,83727.51,25.65,28.05,24.76
2009-08-06,86570.97,26.6,28.95,25.67
2009-08-05,85632.09,26.05,28.85,24.9
2009-08-04,86022.03,26.3,28.85,24.89
2009-08-03,86633.17,26.45,29.1,25.56
2009-07-31,88900.56,27.25,29.7,25.92
2009-07-30,88046.59,27.05,29.3,25.4
2009-07-29,90094.92,27.65,30.05,25.61
2009-07-28,89098.29,27.3,29.85,25.01
2009-07-27,86086.7,26.35,28.95,24.28
2009-07-24,84935.77,26,28.55,23.09
2009-07-23,85631.3,26.25,28.45,23.43
2009-07-22,88684.92,27.2,29.2,23.47
2009-07-21,90804.23,24.05,27.85,23.87
2009-07-20,92600.91,24.55,28.4,24.4
2009-07-17,94703.29,25.6,29,24.34
2009-07-16,94682.58,25.9,28.95,25.42
2009-07-15,95819.99,26.45,29.25,25.89
2009-07-14,98849.18,27,30.25,25.02
2009-07-13,100696.04,27.55,30.8,26.31
2009-07-10,105657.41,29.8,31.95,29.02
2009-07-09,105149.98,29.75,31.75,29.78
2009-07-08,106591.56,30.8,31.8,31.3
2009-07-07,105119.77,30.25,31.45,30.85
2009-07-06,101235.89,29,30.4,29
2009-07-02,102173.26,29.3,30.65,27.95
2009-07-01,96851.51,27.65,29.2,26.22
2009-06-30,97721.48,28.05,29.25,26.35
2009-06-29,96049.93,27.45,28.95,25.35
2009-06-26,99600.97,28.55,29.85,25.93
2009-06-25,101343.95,29.1,30.25,26.36
2009-06-24,106171.91,30.6,31.35,29.05
2009-06-23,110709.9,32.05,32.15,30.58
2009-06-22,112954.02,32.75,32.55,31.17
2009-06-19,108294.35,31.35,31.55,27.99
2009-06-18,111703.72,32.4,31.85,30.03
2009-06-17,112566.24,32.65,32.1,31.54
2009-06-16,111704.33,31.85,32.4,32.68
2009-06-15,107972.07,30.2,31.35,30.81
2009-06-12,102967.89,28.35,29.95,28.15
2009-06-11,104728.88,28.1,30.6,28.11
2009-06-10,107111.58,29.1,31.2,28.46
2009-06-09,106467.77,29.1,30.95,28.27
2009-06-08,110259.98,30.25,32,29.77
2009-06-05,111092.83,30.55,32.2,29.62
2009-06-04,111566.07,30.8,32.25,30.18
2009-06-03,112896.23,31.15,32.65,31.02
2009-06-02,107236.04,29.6,31,29.63
2009-06-01,106862.13,29.6,30.75,30.04
2009-05-29,109531.58,30.35,31.5,28.92
2009-05-28,113473.25,31.55,32.4,31.67
2009-05-27,115390.47,32.1,32.9,32.36
2009-05-26,112030.96,31.15,32,30.62
2009-05-22,117449.68,32.75,33.05,32.63
2009-05-21,115611.14,32.2,32.85,31.35
2009-05-20,109561.12,30.5,31.4,29.03
2009-05-19,109201.9,28.5,30.4,28.8
2009-05-18,110952.07,29.85,30.85,30.24
2009-05-15,119699.87,33.15,33.2,33.12
2009-05-14,116807.8,31.6,32.5,31.37
2009-05-13,121941.33,33.4,33.85,33.65
2009-05-12,118004.25,31.95,32.85,31.8
2009-05-11,118850.39,32.45,33,32.87
2009-05-08,118076.05,32.2,32.8,32.05
2009-05-07,123138.31,33.7,34.15,33.44
2009-05-06,121478.98,33.05,33.8,32.45
2009-05-05,125902.99,34.6,34.8,33.36
2009-05-04,126120.62,34.8,34.75,34.53
2009-05-01,132213.75,36.35,36.55,35.3
2009-04-30,134129.16,36.95,37,36.5
2009-04-29,132634.48,36.45,36.7,36.08
2009-04-28,138549.52,38.2,38.15,37.95
2009-04-27,140218.69,38.75,38.45,38.32
2009-04-24,136946.66,37.8,37.65,36.82
2009-04-23,136692.77,37.8,37.4,37.15
2009-04-22,139049.3,38.45,38.05,38.1
2009-04-21,137164.86,37.9,37.65,37.14
2009-04-20,142787.67,39.5,38.95,39.18
2009-04-17,132547.69,36.6,36.65,33.94
2009-04-16,135292.5,37.35,37.5,35.79
2009-04-15,140522.25,38.8,38.8,36.17
2009-04-14,143419.63,37.85,39.6,37.67
2009-04-13,143610.69,37.05,39.7,37.81
2009-04-09,144741.92,38.3,39.9,36.53
2009-04-08,151140.31,40.6,41.55,38.85
2009-04-07,154545.38,41.65,42.45,40.39
2009-04-06,154025.44,41.95,42.15,40.93
2009-04-03,152860.11,41.7,41.8,39.7
2009-04-02,156163.89,42.95,42.5,42.04
2009-04-01,158830.48,43.65,43.25,42.28
2009-03-31,162602.3,45.05,43.95,44.14
2009-03-30,165273.73,46.35,44.05,45.54
2009-03-27,154348.14,42.95,41.6,41.04
2009-03-26,149363.3,41.45,40.45,40.36
2009-03-25,153739.77,42.75,41.45,42.25
2009-03-24,157842.03,44,42.25,42.93
2009-03-23,155604.81,43.35,41.75,43.23
2009-03-20,168393.73,47.05,44.45,45.89
2009-03-19,156504.34,43.7,41.55,43.68
2009-03-18,146696.23,40.95,39.15,40.06
2009-03-17,147950.05,40.05,41.3,40.8
2009-03-16,154614.31,43,43.1,43.74
2009-03-13,149447.34,42.1,41.6,42.36
2009-03-12,147385.38,41.1,41.1,41.18
2009-03-11,149931.45,42.65,41.6,43.61
2009-03-10,150379.16,43.15,41.6,44.37
2009-03-09,162819.88,47.05,44.9,49.68
2009-03-06,160581.91,46.65,44.15,49.33
2009-03-05,162217.95,47.35,44.45,50.17
2009-03-04,155047.45,44.75,42.9,47.56
2009-03-03,167695.38,48.45,46.35,50.93
2009-03-02,166053.89,47.85,46.05,52.65
2009-02-27,155836.27,44.45,43.9,46.35
2009-02-26,154621.48,44,43.75,44.66
2009-02-25,152738.22,43.45,43.25,44.67
2009-02-24,156081.56,44.5,43.9,45.49
2009-02-23,170993.38,49.05,46.9,52.62
2009-02-20,162852.08,46.7,44.75,49.3
2009-02-19,155533.28,44.55,43.2,47.08
2009-02-18,156433.63,44.85,42.65,48.46
2009-02-17,153643.3,48,44.05,48.66
2009-02-13,147248.33,43.6,42.35,42.93
2009-02-12,144539.25,42.55,41.6,41.25
2009-02-11,147409.08,44.6,42.2,44.53
2009-02-10,150043.33,45.6,42.9,46.67
2009-02-09,141152.28,42.5,40.5,43.64
2009-02-06,140321.44,42.6,40.1,43.37
2009-02-05,142004.8,43.25,40.5,43.73
2009-02-04,143906.56,43.75,41.1,43.85
2009-02-03,142672.69,43.15,40.95,43.06
2009-02-02,148762.66,45.35,42.3,45.52
2009-01-30,147888.47,44.99,42.18,44.84
2009-01-29,142855.8,43.38,40.88,42.63
2009-01-28,140262.48,42.31,40.75,39.66
2009-01-27,149723.84,45.16,43.51,42.25
2009-01-26,157519.19,47.55,45.63,45.69
2009-01-23,165673.34,50.16,47.2,47.27
2009-01-22,166862.83,50.54,47.37,47.29
2009-01-21,168712.63,51.13,47.36,46.42
2009-01-20,180360.48,57.9,54.66,56.65
2009-01-16,159870.69,49.65,48.53,46.11
2009-01-15,165133.47,53.26,49.93,51
2009-01-14,166259.73,51.79,50.56,49.14
2009-01-13,153167.17,46.67,46.81,43.27
2009-01-12,156539.73,48.04,47.74,45.84
2009-01-09,144877.52,44.55,44.15,42.82
2009-01-08,140042.31,42.97,42.72,42.56
2009-01-07,140238.59,43.52,42.5,43.39
2009-01-06,129208.79,39.53,39.55,38.56
2009-01-05,130934.74,39.96,40.16,39.08
2009-01-02,128467.05,38.7,39.91,39.19
2008-12-31,138744.41,41.94,42.93,40
2008-12-30,145963.19,44.18,45.08,41.63
2008-12-29,152474.56,46.34,46.76,43.9
2008-12-26,148653.81,45.15,45.65,43.38
2008-12-24,150315.98,45.73,45.96,44.21
2008-12-23,151814.34,46.15,46.54,45.02
2008-12-22,149551,45.51,45.63,44.56
2008-12-19,155174.2,47.35,46.53,44.93
2008-12-18,164722.84,50.31,48.93,47.34
2008-12-17,170380.8,52.07,49.94,49.84
2008-12-16,170969.77,52.44,52.25,52.37
2008-12-15,179558.38,55.7,54.84,56.76
2008-12-12,178061.59,54.58,54.46,54.28
2008-12-11,180676.36,55.06,55.32,55.78
2008-12-10,178542.73,55.26,54.44,55.73
2008-12-09,181785.34,56.4,55.38,58.91
2008-12-08,179025.09,55.26,54.67,58.49
2008-12-05,186987.03,58.32,56.75,59.93
2008-12-04,191603.38,60.49,57.62,63.64
2008-12-03,183235.55,57.73,55.21,60.72
2008-12-02,183714.88,57.93,55.3,62.98
2008-12-01,189779.55,60.45,56.29,68.51
2008-11-28,168298.11,53.21,50.6,55.28
2008-11-26,168485.8,53.18,50.85,54.92
2008-11-25,179417.13,57.18,52.61,60.9
2008-11-24,184130.41,58.64,54.15,64.7
2008-11-21,196591.56,62.78,56.9,72.67
2008-11-20,207309.5,66.23,59.77,80.86
2008-11-19,196903.55,62.9,56.87,74.26
2008-11-18,179341.88,67.04,57.29,67.64
2008-11-17,176416.34,67.95,56.25,69.15
2008-11-14,167288.3,62.9,53.51,66.31
2008-11-13,155522.66,56.87,50.03,59.83
2008-11-12,166657.78,63.71,52.92,66.46
2008-11-11,154709.23,58.38,49.38,61.44
2008-11-10,150303.83,56.19,48.2,59.98
2008-11-07,147335.88,54.65,47.48,56.1
2008-11-06,151327.41,57.58,47.8,63.68
2008-11-05,135402.09,50.2,43.85,54.56
2008-11-04,127109.53,46.43,41.86,47.73
2008-11-03,139495.8,51.96,44.71,53.68
2008-10-31,144198.72,54.57,44.93,59.89
2008-10-30,144943.7,55.37,44.2,62.9
2008-10-29,146938.75,56.41,44.16,69.96
2008-10-28,140383.34,53.7,42.77,66.96
2008-10-27,153720.23,59.29,44.88,80.06
2008-10-24,145251,55.82,43.56,79.13
2008-10-23,130452.92,50.02,40.14,67.8
2008-10-22,126167.36,48.33,39.71,69.65
2008-10-21,114341.62,52.8,43.8,53.11
2008-10-20,117397.98,52.31,45.05,52.97
2008-10-17,124359.92,63.25,47.04,70.33
2008-10-16,115034.67,63.88,42.78,67.61
2008-10-15,112594.21,58.18,42.7,69.25
2008-10-14,98742.44,49.05,37.94,55.13
2008-10-13,96214.45,50.64,36.07,54.99
2008-10-10,104152.28,56.71,38.31,69.95
2008-10-09,99817.27,52.3,37.68,63.92
2008-10-08,90770.7,45.56,35.39,57.53
2008-10-07,85861.57,41.83,34.32,53.68
2008-10-06,78341.68,37.37,31.94,52.05
2008-10-03,75618.6,35.67,31.2,45.14
2008-10-02,73170.79,34.1,30.64,45.26
2008-10-01,68596.94,31.87,28.85,39.81
2008-09-30,66408.97,30.66,28.22,39.39
2008-09-29,70606.46,32.69,29.84,46.72
2008-09-26,61934.97,28.64,26.25,34.74
2008-09-25,60338.92,27.74,25.99,32.82
2008-09-24,62232.13,28.65,26.68,35.19
2008-09-23,62958.93,29.02,26.85,35.72
2008-09-22,57915.68,26.56,25.41,33.85
2008-09-19,54134.13,24.74,24.38,32.07
2008-09-18,55393.33,25.31,25.01,33.1
2008-09-17,58206.57,26.61,25.93,36.22
2008-09-16,55056.72,29.68,25.17,30.3
2008-09-15,56110.55,28.84,25.73,31.7
2008-09-12,52932.66,24.68,24.57,25.66
2008-09-11,52498.7,23.83,24.49,24.39
2008-09-10,52083.4,23.59,24.31,24.52
2008-09-09,53077.81,24.22,24.71,25.47
2008-09-08,49603.38,21.99,23.39,22.64
2008-09-05,51282.28,23.08,23.98,23.06
2008-09-04,52337.84,23.78,24.31,24.03
2008-09-03,48747.29,21.64,23.1,21.43
2008-09-02,49345.86,22.08,23.19,21.99
2008-08-29,48680.08,21.7,22.99,20.65
2008-08-28,47625.21,21.12,22.68,19.43
2008-08-27,48831.38,21.8,22.94,19.76
2008-08-26,49982.68,22.4,23.24,20.49
2008-08-25,50500.03,22.64,23.45,20.97
2008-08-22,48353.2,21.59,22.92,18.81
2008-08-21,49625.07,22.19,23.25,19.82
2008-08-20,50163.98,22.45,23.16,20.42
2008-08-19,51236.52,21,22.93,21.28
2008-08-18,49656.34,20.66,22.21,20.98
2008-08-15,48970.16,20.18,21.92,19.58
2008-08-14,49594.49,20.8,22.15,20.34
2008-08-13,51329.19,21.5,22.93,21.55
2008-08-12,50377.14,21.28,22.46,21.17
2008-08-11,48490.79,20.29,21.68,20.12
2008-08-08,49197.74,20.91,21.87,20.66
2008-08-07,50644.27,21.51,22.52,21.15
2008-08-06,48602.63,20.7,21.58,20.23
2008-08-05,50022.15,21.44,22.12,21.14
2008-08-04,52516.29,22.78,23.01,23.49
2008-08-01,52739.2,22.95,23.04,22.57
2008-07-31,52414.42,22.77,22.94,22.94
2008-07-30,50024.6,21.57,22.1,21.21
2008-07-29,52371.73,22.68,22.99,22.03
2008-07-28,55714.64,24.25,24.24,24.23
2008-07-25,54016.1,23.45,23.63,22.91
2008-07-24,54239.52,23.55,23.72,23.44
2008-07-23,51763.76,22.43,22.78,21.31
2008-07-22,51818.97,22.47,22.74,21.18
2008-07-21,53874.87,23.4,23.44,23.05
2008-07-18,55290.98,24.05,23.8,24.05
2008-07-17,55749.32,24.25,23.99,25.01
2008-07-16,56832.13,24.72,24.48,25.1
2008-07-15,60050.77,28.3,26.12,28.54
2008-07-14,59503.97,28.03,25.89,28.48
2008-07-11,57988.16,27.15,25.25,27.49
2008-07-10,56690.91,25.61,24.86,25.59
2008-07-09,56320,25.47,24.69,25.23
2008-07-08,53504.06,23.96,23.54,23.15
2008-07-07,56770.59,25.85,24.78,25.78
2008-07-03,56260.22,25.39,24.69,24.78
2008-07-02,56731.91,25.53,24.95,25.92
2008-07-01,53943.08,24.19,23.8,23.65
2008-06-30,54081.45,24.19,23.93,23.95
2008-06-27,54785.95,24.55,24.18,23.44
2008-06-26,55084.76,24.72,24.25,23.93
2008-06-25,50786.39,22.61,22.75,21.14
2008-06-24,53032.47,23.63,23.7,22.42
2008-06-23,52720.82,23.51,23.49,22.64
2008-06-20,52699.58,23.51,23.43,22.87
2008-06-19,51474.53,22.93,23.17,21.58
2008-06-18,52390.87,23.35,23.37,22.24
2008-06-17,50887.57,21.05,22.68,21.13
2008-06-16,50993.07,20.86,22.74,20.95
2008-06-13,51700.29,21.62,23,21.22
2008-06-12,53822.71,22.85,23.88,23.33
2008-06-11,54558.95,23.75,24.05,24.12
2008-06-10,52969.32,22.72,23.47,23.18
2008-06-09,52892.52,22.7,23.43,23.12
2008-06-06,53863.69,22.98,23.94,23.56
2008-06-05,48507.19,19.91,22.13,18.63
2008-06-04,51185.14,21.3,23.09,20.8
2008-06-03,51003.91,21.07,23.18,20.24
2008-06-02,50054.02,20.64,22.8,19.83
2008-05-30,47309.71,19.38,21.77,17.83
2008-05-29,48480.82,19.97,22.07,18.14
2008-05-28,51581.67,21.33,23.25,19.07
2008-05-27,52106.29,21.49,23.7,19.64
2008-05-23,53721.19,22.23,24.04,19.55
2008-05-22,52506.76,21.72,23.56,18.05
2008-05-21,53466.91,22.14,23.58,18.59
2008-05-20,50279.18,17.37,20.82,17.58
2008-05-19,47734.35,16.64,19.76,17.01
2008-05-16,48689.5,17.15,20.14,16.47
2008-05-15,48209.04,17.43,19.88,16.3
2008-05-14,49467.7,18.3,20.32,17.66
2008-05-13,50580.45,18.7,20.78,17.98
2008-05-12,50799.92,18.94,20.82,17.79
2008-05-09,52566.21,19.84,21.45,19.41
2008-05-08,52088.13,19.67,21.25,19.4
2008-05-07,52050.85,19.7,21.21,19.73
2008-05-06,49721.88,18.82,20.26,18.21
2008-05-05,51727.33,19.69,20.99,18.9
2008-05-02,51215.29,19.66,20.63,18.18
2008-05-01,51870.82,19.86,20.95,18.88
2008-04-30,55176.95,21.24,22.14,20.79
2008-04-29,53955.91,20.81,21.59,20.24
2008-04-28,53274.39,20.54,21.33,19.64
2008-04-25,53691.5,20.69,21.52,19.59
2008-04-24,55070.08,21.23,22.05,20.06
2008-04-23,56522.73,21.86,22.41,20.26
2008-04-22,57124.74,22.1,22.62,20.87
2008-04-21,56657.1,21.92,22.43,20.5
2008-04-18,57419.02,22.2,22.84,20.13
2008-04-17,59536.05,23.03,23.55,20.37
2008-04-16,59329.42,22.96,23.23,20.53
2008-04-15,63076.27,22.87,24.41,22.78
2008-04-14,64363.04,23.84,24.88,23.82
2008-04-11,64614.68,23.91,24.98,23.46
2008-04-10,62753.31,22.85,24.33,21.98
2008-04-09,63863.02,23.63,24.66,22.81
2008-04-08,62304.31,23.02,24.07,22.36
2008-04-07,62637.23,23.01,24.26,22.42
2008-04-04,64705.33,23.96,24.95,22.45
2008-04-03,65034.31,24.27,24.94,23.21
2008-04-02,65622.34,24.64,25.03,23.43
2008-04-01,64506.53,24,24.85,22.68
2008-03-31,69205.14,26.01,26.3,25.61
2008-03-28,70475.66,26.6,26.59,25.71
2008-03-27,70439.4,26.64,26.46,25.88
2008-03-26,70946.86,26.95,26.32,26.08
2008-03-25,69380.42,26.32,25.87,25.72
2008-03-24,69380.42,26.35,25.71,25.73
2008-03-20,71018.47,27,26.08,26.62
2008-03-19,72104.38,27.41,26.53,29.84
2008-03-18,68921.37,25.95,26.2,25.79
2008-03-17,75365.48,30.57,28.54,32.24
2008-03-14,74933.32,29.03,28.52,31.16
2008-03-13,70710.25,26.75,27.02,27.29
2008-03-12,70463.04,26.68,26.92,27.22
2008-03-11,68448.27,26.11,26.09,26.36
2008-03-10,72506.38,27.75,27.6,29.38
2008-03-07,70495.96,26.91,26.87,27.49
2008-03-06,70540.91,26.76,26.99,27.55
2008-03-05,65957.85,24.83,25.38,24.6
2008-03-04,67634.68,25.72,25.79,25.52
2008-03-03,68815.24,26.16,26.25,26.28
2008-02-29,68849.01,26.1,26.36,26.54
2008-02-28,65114.86,24.58,25.1,23.53
2008-02-27,63317.32,23.88,24.45,22.69
2008-02-26,62794.38,23.71,24.18,21.9
2008-02-25,63818.65,24.17,24.34,23.03
2008-02-22,65558.99,24.87,24.83,24.06
2008-02-21,67035.53,25.42,25.45,25.12
2008-02-20,67097.05,25.45,25.41,24.4
2008-02-19,67535.23,25.61,25.7,25.59
2008-02-15,68379.09,26.07,25.93,25.02
2008-02-14,69033.41,26.28,26.18,25.54
2008-02-13,68079.67,26,25.81,24.88
2008-02-12,70531.49,27.06,26.72,26.33
2008-02-11,71462.81,27.88,26.97,27.6
2008-02-08,73108.67,28.39,27.63,28.01
2008-02-07,71831.34,27.62,27.25,27.66
2008-02-06,72933.7,28.19,27.6,28.97
2008-02-05,71036.22,27.39,26.92,28.24
2008-02-04,67237.11,25.81,25.56,25.99
2008-02-01,64927.71,24.95,24.66,24.02
2008-01-31,66681.45,25.64,25.31,26.2
2008-01-30,67692.17,26.14,25.56,27.62
2008-01-29,67530.62,26.25,25.25,27.32
2008-01-28,67495.04,26.16,25.37,27.78
2008-01-25,68899.44,26.75,25.8,29.08
2008-01-24,67967.85,26.43,25.34,27.78
2008-01-23,67884.08,26.4,25.3,29.02
2008-01-22,71212.33,27.73,26.38,31.01
2008-01-18,70234.64,27.24,26.71,27.18
2008-01-17,69579.52,26.97,26.62,28.46
2008-01-16,64514.09,24.99,25.03,24.38
2008-01-15,65159.49,24.04,25.24,23.34
2008-01-14,64719.46,23.36,25.1,22.9
2008-01-11,67606.65,24.96,26.15,23.68
2008-01-10,64615.13,24.07,24.95,23.45
2008-01-09,66775.83,24.89,25.78,24.12
2008-01-08,67474.7,25.54,25.9,25.43
2008-01-07,64333.91,24.12,24.81,23.79
2008-01-04,65689.76,24.68,25.3,23.94
2008-01-03,63082.24,23.42,24.52,22.49
2008-01-02,63621.74,23.86,24.49,23.17
2007-12-31,62186.84,23.12,24.19,22.5
2007-12-28,61203.36,22.81,23.72,20.74
2007-12-27,60867.95,22.72,23.52,20.26
2007-12-26,58988.67,22.02,22.79,18.66
2007-12-24,59413.99,22.48,22.91,18.6
2007-12-21,61606.78,23.1,23.29,18.47
2007-12-20,64380.84,24.17,24.1,20.58
2007-12-19,65051.31,24.42,24.38,21.68
2007-12-18,65450.89,22.55,24.57,22.64
2007-12-17,67850.32,23.75,25.45,24.52
2007-12-14,65638.81,22.64,24.66,23.27
2007-12-13,63771.04,22.04,23.95,22.56
2007-12-12,63450.34,22.19,23.76,22.47
2007-12-11,64272.81,22.92,23.91,23.59
2007-12-10,61017.24,21.28,22.92,20.74
2007-12-07,62316.73,21.97,23.27,20.85
2007-12-06,61446.35,21.67,22.94,20.96
2007-12-05,64719.69,23.06,23.95,22.53
2007-12-04,67928.47,24.48,24.83,23.79
2007-12-03,67311.49,24.29,24.56,23.61
2007-11-30,66944,24.19,24.37,22.87
2007-11-29,68558.42,24.86,24.77,23.97
2007-11-28,67868.32,24.56,24.66,24.11
2007-11-27,73510.93,26.65,26.53,26.28
2007-11-26,75260.12,27.32,26.97,28.91
2007-11-23,71369.21,26.2,26.31,25.61
2007-11-21,73962.81,26.81,26.74,26.84
2007-11-20,72224.78,25.08,26.18,24.88
2007-11-19,74246.5,25.61,26.92,26.01
2007-11-16,73144.51,26.04,26.45,25.49
2007-11-15,74212.83,27.42,26.7,28.06
2007-11-14,69670.7,25.3,25.15,25.94
2007-11-13,68580.54,24.65,24.82,24.1
2007-11-12,74394.86,27.64,26.64,31.09
2007-11-09,73311.54,26.96,26.36,28.5
2007-11-08,69332.31,25.24,25.05,26.16
2007-11-07,69630.41,25.22,25.23,26.49
2007-11-06,62746.32,22.45,22.92,21.39
2007-11-05,66089,23.94,23.91,24.31
2007-11-02,63609.46,22.98,23.07,23.01
2007-11-01,61866.66,22.33,22.46,23.21
2007-10-31,54179.75,19.06,20.3,18.53
2007-10-30,58823.1,20.96,21.64,21.07
2007-10-29,56869.06,20.27,20.91,19.87
2007-10-26,57853.41,20.73,21.04,19.56
2007-10-25,60312.42,21.71,21.68,21.17
2007-10-24,60872.67,22.01,21.57,20.8
2007-10-23,59684.21,21.56,21.23,20.41
2007-10-22,61565.71,22.27,21.74,21.64
2007-10-19,62410.75,22.54,22.3,22.96
2007-10-18,58407.96,21.09,20.92,18.5
2007-10-17,58358.09,21.07,20.95,18.54
2007-10-16,59078.22,20.03,21.33,20.02
2007-10-15,56530.62,19.17,20.41,19.25
2007-10-12,53782.95,17.95,19.45,17.73
2007-10-11,54858.61,18.53,19.8,18.88
2007-10-10,51524.32,17.31,18.62,16.67
2007-10-09,51390.53,17.06,18.64,16.12
2007-10-08,54080.85,18.2,19.51,17.46
2007-10-05,53369.76,17.93,19.27,16.91
2007-10-04,56389.51,19.26,20.15,18.44
2007-10-03,55932.67,19.1,19.99,18.8
2007-10-02,55245.85,18.92,19.69,18.49
2007-10-01,54021.45,18.43,19.34,17.84
2007-09-28,55383.92,18.92,19.79,18
2007-09-27,54606.07,18.72,19.39,17
2007-09-26,55379.52,19.03,19.56,17.63
2007-09-25,57619.27,19.88,20.11,18.6
2007-09-24,57110.33,19.71,19.91,19.37
2007-09-21,57534.18,19.87,19.98,19
2007-09-20,60231.32,20.82,20.75,20.45
2007-09-19,59468.9,20.57,20.23,20.03
2007-09-18,61839.56,20.18,21.39,20.35
2007-09-17,70735.48,25.37,24.34,26.48
2007-09-14,69112.21,24.8,23.78,24.92
2007-09-13,69086.38,24.85,23.76,24.76
2007-09-12,69413.78,24.94,23.88,24.96
2007-09-11,68916.26,25.01,23.62,25.27
2007-09-10,72520.97,26.72,24.67,27.38
2007-09-07,70558.88,25.83,24.1,26.23
2007-09-06,66354.42,23.98,22.89,23.99
2007-09-05,66849.78,24.16,23.06,24.58
2007-09-04,63201.73,22.78,21.87,22.78
2007-08-31,65690.94,23.7,22.7,23.38
2007-08-30,67761.1,24.45,23.41,25.06
2007-08-29,67123.87,24.16,23.32,23.81
2007-08-28,69913.07,25.21,24.16,26.3
2007-08-27,64548.74,23.28,22.29,22.72
2007-08-24,61639.75,22.23,21.29,20.72
2007-08-23,64036.5,23.1,22.07,22.62
2007-08-22,62933.81,22.7,21.73,22.89
2007-08-21,66122.08,25.24,23.85,25.25
2007-08-20,67836.98,26.34,24.45,26.33
2007-08-17,73784.29,30.07,26.47,29.99
2007-08-16,75844.61,30.61,27.25,30.83
2007-08-15,70312.58,28.81,25.18,30.67
2007-08-14,67386.73,26.94,24.3,27.68
2007-08-13,64582.46,26.1,23.2,26.57
2007-08-10,66228.49,27.18,23.63,28.3
2007-08-09,61637.48,23.26,22.95,26.48
2007-08-08,54036.23,20.16,20.25,21.45
2007-08-07,54656.41,20.71,20.27,21.56
2007-08-06,58614.7,22.08,21.84,22.94
2007-08-03,59918.6,22.61,22.29,25.16
2007-08-02,55320.73,20.81,20.65,21.22
2007-08-01,57738.45,21.8,21.45,23.67
2007-07-31,54966.15,20.52,20.77,23.52
2007-07-30,51759.4,19.44,19.35,20.87
2007-07-27,53208.89,20.07,19.71,24.17
2007-07-26,51634.67,19.37,19.4,20.74
2007-07-25,48221.71,18.07,18.18,18.1
2007-07-24,48434.94,18.18,18.14,18.55
2007-07-23,46807.08,17.55,17.63,16.81
2007-07-20,47247.44,17.72,17.76,16.95
2007-07-19,45837.74,17.18,17.36,15.23
2007-07-18,46330.59,17.37,17.42,16
2007-07-17,44916.94,15.57,16.84,15.63
2007-07-16,44575.85,15.67,16.7,15.59
2007-07-13,44032.87,15.45,16.5,15.15
2007-07-12,43859.77,15.47,16.42,15.54
2007-07-11,44789.11,16.24,16.65,16.64
2007-07-10,45235.15,16.67,16.72,17.57
2007-07-09,42323.33,15.41,15.73,15.16
2007-07-06,42213.47,15.3,15.73,14.72
2007-07-05,43062.22,15.63,16.03,15.48
2007-07-03,42388.32,15.65,15.73,14.92
2007-07-02,43008.46,15.72,15.9,15.4
2007-06-29,44047.41,16.19,16.16,16.23
2007-06-28,42625.98,15.55,15.84,15.54
2007-06-27,42617.37,15.61,15.7,15.53
2007-06-26,45281.67,16.64,16.53,18.89
2007-06-25,43607.92,15.99,16.05,16.65
2007-06-22,42999.68,15.77,15.81,15.75
2007-06-21,41168.99,15.07,15.38,14.21
2007-06-20,41029.68,15.03,15.13,14.67
2007-06-19,38709.3,12.88,14.18,12.85
2007-06-18,39557.66,13.41,14.48,13.42
2007-06-15,39484.36,13.64,14.43,13.94
2007-06-14,40090.49,13.86,14.65,13.64
2007-06-13,41250.26,14.78,14.97,14.73
2007-06-12,42320.86,15.5,15.27,16.67
2007-06-11,40933.4,14.69,14.87,14.71
2007-06-08,41775.97,15.08,15.14,14.84
2007-06-07,42789.05,15.82,15.32,17.06
2007-06-06,40281.59,14.33,14.76,14.87
2007-06-05,38971.63,13.71,14.39,13.63
2007-06-04,38719.04,13.57,14.34,13.29
