date,Arb Nbuy,Nonarb Nbuy,Inst Nbuy,Foreign Nbuy,VKOSPI,VIX
2007-08-01,-735.39,73.1,-64.61712,-519.16932,31.97,23.67
2007-08-02,-25.56,14.72,356.01258,-465.76428,32.55,21.22
2007-08-03,-93.07,-49.73,255.66881,-246.68344,29.53,25.16
2007-08-06,-198.51,-97.1,189.81943,-495.12131,30.16,22.94
2007-08-07,17.08,-55.16,308.87045,-469.31676,29.34,21.56
2007-08-08,549.54,87.59,795.53862,-453.37327,28.75,21.45
2007-08-09,-216.27,-62.21,-20.5827,56.32945,30.4,26.48
2007-08-10,-559.64,16,-215.51292,-525.65366,37.35,28.3
2007-08-13,266.9,100.36,701.53829,-465.84513,36.2,26.57
2007-08-14,43.16,213.81,261.00554,-226.04419,36.72,27.68
2007-08-16,653.28,438.86,1731.46768,-1032.67603,41.37,30.83
2007-08-17,-284.51,44.89,425.60153,-871.64602,46.69,29.99
2007-08-20,-294.6,-0.79,-175.26196,-380.09376,41.77,26.33
2007-08-21,1,-114.39,276.80891,-305.286,38.5,25.25
2007-08-22,233.4,-77.09,423.36145,-484.63881,34.42,22.89
2007-08-23,534.3,-72.13,497.09615,-104.15824,32.94,22.62
2007-08-24,-19.31,72.4,69.84547,-221.28661,33.31,20.72
2007-08-27,56.65,-29.09,-54.78664,66.16711,32.53,22.72
2007-08-28,278.85,44.11,461.18545,-316.32726,34.35,26.3
2007-08-29,392.01,244.52,593.94483,-696.76328,35.67,23.81
2007-08-30,474.69,-221.46,319.96885,-336.8106,33.08,25.06
2007-08-31,1053.4,213.1,723.56901,-223.68213,32.33,23.38
2007-09-03,-136.88,-55.12,-59.57396,-57.6824,32.64,23.38
2007-09-04,226.38,-22.83,201.15689,-63.12901,33.01,22.78
2007-09-05,-533.78,-105.41,-517.36607,280.50254,32.7,24.58
2007-09-06,554.1,151,516.01984,-398.5144,32.65,23.99
2007-09-07,50.39,-58.21,-15.01013,125.76395,31.84,26.23
2007-09-10,-220.28,140.99,-16.80915,-168.63754,36.44,27.38
2007-09-11,18.69,135.68,169.98432,-247.07542,33.75,25.27
2007-09-12,-315.8,14.37,-186.391,2.13337,33.65,24.96
2007-09-13,36.75,176,441.69876,-387.54716,34.93,24.76
2007-09-14,317.99,29.19,425.44486,-260.72955,32.01,24.92
2007-09-17,-86.26,-25.81,-28.72419,-128.63037,31.91,26.48
2007-09-18,-212.07,98.3,-172.18282,-134.63061,34.32,20.35
2007-09-19,902.72,92.03,1045.79925,-347.85907,28.43,20.03
2007-09-20,356.83,47.48,161.85087,180.65543,26.32,20.45
2007-09-21,129.98,53.77,22.51066,-201.0333,25.76,19
2007-09-27,338.52,140.79,144.04689,-93.80315,26.23,17
2007-09-28,-28.64,45.05,-88.24066,-15.46476,25.78,18
2007-10-01,394.16,0.69,201.45109,-69.0696,27.2,17.84
2007-10-02,329.24,112.47,104.11449,602.03949,28.35,18.49
2007-10-04,218.62,246.76,84.2983,-335.15603,30.26,18.44
2007-10-05,100,149.58,-186.30629,135.94133,30.2,16.91
2007-10-08,-185.41,-146.96,-190.33788,245.73476,30.31,17.46
2007-10-09,45.81,58.97,49.92231,-184.23188,30.67,16.12
2007-10-10,34.95,105.83,181.35129,20.68307,30.39,16.67
2007-10-11,91.06,272.34,227.48229,-368.47741,26.31,18.88
2007-10-12,-372.97,182.93,-398.74615,-63.31883,27,17.73
2007-10-15,-141.93,102.53,137.04563,-221.5426,27.26,19.25
2007-10-16,-37.97,157.39,132.6529,-428.86536,28.34,20.02
2007-10-17,-471.04,261.54,-3.44626,-451.83161,29.36,18.54
2007-10-18,-291.13,-64.71,165.7753,-250.71613,28.69,18.5
2007-10-19,-455.08,-68.04,-181.53291,-148.86316,29.64,22.96
2007-10-22,-270,215.94,247.07361,-137.9423,33.81,21.64
2007-10-23,-475.22,-130.77,-22.73016,-329.86666,31.04,20.41
2007-10-24,-346.8,-48.03,25.80561,200.49722,34.08,20.8
2007-10-25,304.81,7.88,211.49862,-37.01046,32.58,21.17
2007-10-26,534.99,-53.87,617.07757,-278.16646,32.65,19.56
2007-10-29,241.09,-264.51,-139.84186,95.06182,33.3,19.87
2007-10-30,283.8,-37.89,-175.52443,102.01545,33.95,21.07
2007-10-31,372.73,128.36,175.61931,-198.83209,34.05,18.53
2007-11-01,143.63,-66.6,-46.2869,54.04897,32.32,23.21
2007-11-02,-408.39,3.07,-217.4686,-200.34413,34.77,23.01
2007-11-05,-381.93,-57.07,-133.96186,-142.89263,34.46,24.31
2007-11-06,221.92,-77.53,604.41573,-586.24535,35.57,21.39
2007-11-07,176.26,-339.05,59.60375,10.56412,36.81,26.49
2007-11-08,-894.61,58.26,-575.1305,-377.61329,38.97,26.16
2007-11-09,281.71,5.33,736.00673,-849.83101,34.54,28.5
2007-11-12,-85.17,37.34,57.95724,-268.74966,38.31,31.09
2007-11-13,150.02,25.71,644.0877,-877.44101,36.02,24.1
2007-11-14,358.59,-187.58,523.77023,-645.54492,33.63,25.94
2007-11-15,383.3,-68.95,575.48775,-483.58622,34.35,28.06
2007-11-16,-338.02,57.5,205.18351,-474.67839,34.78,25.49
2007-11-19,-178.55,-0.61,135.20311,-223.56958,35.09,26.01
2007-11-20,248.15,15.86,394.25359,-710.16128,35.28,24.88
2007-11-21,-870.74,-14.22,-352.07357,-42.25916,38.85,26.84
2007-11-22,285.73,140.97,695.29578,-564.57762,37.33,26.84
2007-11-23,296.82,24.95,441.86735,-78.41734,37.76,25.61
2007-11-26,-343.03,-71.6,-98.2584,69.89753,36.02,28.91
2007-11-27,154.57,61.03,503.63897,-249.43778,35.81,26.28
2007-11-28,-93.98,-177.03,-166.93796,-81.25054,36.7,24.11
2007-11-29,806.35,-12.84,684.77052,-39.04621,34.73,23.97
2007-11-30,420.01,65.6,445.68142,40.70222,32.76,22.87
2007-12-03,-58.39,-50.85,-139.96594,4.52669,32.9,23.61
2007-12-04,198.65,-74.16,216.51192,-267.29739,31.51,23.79
2007-12-05,128.96,-91.37,228.75794,-206.39929,30.88,22.53
2007-12-06,506.2,-277.54,201.91791,112.55909,30.26,20.96
2007-12-07,48.21,-4.78,-122.88833,295.30408,31.32,20.85
2007-12-10,300.01,201.19,94.90258,-26.50068,31.83,20.74
2007-12-11,130.15,216.42,162.15636,-160.01435,31.51,23.59
2007-12-12,88.15,93.17,317.88279,-410.13268,30.08,22.47
2007-12-13,-1066.01,295.9,-529.97333,-25.16978,30.75,22.56
2007-12-14,5.52,-66.49,150.57219,-475.9298,30.07,23.27
2007-12-17,18.04,112.54,51.21236,-243.15552,31.59,24.52
2007-12-18,207.81,6.81,514.47485,-624.96375,30.43,22.64
2007-12-20,-278.4,-102.24,-81.77796,-135.08935,28.59,20.58
2007-12-21,593.82,-173.55,588.09341,-297.6379,26.84,18.47
2007-12-24,390.95,-147.02,242.59291,-36.44032,25.76,18.6
2007-12-26,213.99,-70.96,138.53986,-18.71671,25.47,18.66
2007-12-27,-26.17,83.74,219.29956,26.41544,25.13,20.26
2007-12-28,-208.97,94.5,45.81451,22.11495,25.13,20.74
2008-01-02,-538.73,22.13,-428.08195,65.85633,27.01,23.17
2008-01-03,-207.92,82.07,161.24892,-320.21925,26.11,22.49
2008-01-04,-222.79,26.16,59.36917,-99.43794,24.97,23.94
2008-01-07,-131.15,90.87,219.64773,-500.57802,27.66,23.79
2008-01-08,-51.31,48.31,312.23421,-369.45438,26.65,25.43
2008-01-09,-65.18,122.36,290.94488,-378.23707,25.95,24.12
2008-01-10,-411.36,-232.02,-219.49993,-77.33921,26.02,23.45
2008-01-11,-204.03,-92.22,-105.54173,-141.97544,26.5,23.68
2008-01-14,266.81,143.63,527.96557,-546.7692,27.06,22.9
2008-01-15,-101.08,94.84,349.16017,-345.48282,26.3,23.34
2008-01-16,288.59,354.08,871.31846,-1016.23407,28.34,24.38
2008-01-17,111.95,201.96,473.57001,-698.23296,27.58,28.46
2008-01-18,128.21,212.06,685.23686,-1005.60375,27.4,27.18
2008-01-21,-291.07,226.01,219.30502,-409.17362,29.43,27.18
2008-01-22,53.82,384.06,985.91194,-828.93964,44.6,31.01
2008-01-23,171.32,196.63,520.25725,-571.13185,35.94,29.02
2008-01-24,171.08,-23.53,411.53953,-403.23494,31.48,27.78
2008-01-25,107.1,59.69,232.78174,-99.0959,28.25,29.08
2008-01-28,-7.07,120.33,173.93808,-268.6109,33.96,27.78
2008-01-29,390.34,16.22,347.75241,-408.52794,32.08,27.32
2008-01-30,36.96,166.28,180.46254,-89.34979,33.16,27.62
2008-01-31,-127.2,472.66,502.72621,-13.71152,31.39,26.2
2008-02-01,-266.8,-1.44,-163.80692,77.26983,29.71,24.02
2008-02-04,49.79,-66.76,116.49537,265.5603,29.05,25.99
2008-02-05,106.89,0.32,315.44674,-167.97148,28.4,28.24
2008-02-11,-249.77,191.93,211.55801,-505.67669,32.99,27.6
2008-02-12,-157.3,-47.19,191.61264,-427.40048,31.93,26.33
2008-02-13,-172.62,21.05,26.29625,-252.39501,33.25,24.88
2008-02-14,275.25,219.51,717.25797,-249.27329,31.68,25.54
2008-02-15,-184.22,-32.84,62.94067,-77.76437,30.44,25.02
2008-02-18,23.01,-9.5,90.48728,-149.47964,29.64,25.02
2008-02-19,239.3,-14.71,303.3434,-177.94334,28.76,25.59
2008-02-20,-397.06,61.82,-371.78648,63.01975,31.53,24.4
2008-02-21,172.89,102.95,236.7865,-239.56538,30.42,25.12
2008-02-22,-287.97,-33.05,-160.46976,-239.84629,31.26,24.06
2008-02-25,285.47,3.16,477.3589,-259.10473,30.79,23.03
2008-02-26,-104.21,56.1,-67.8447,148.897,30.21,21.9
2008-02-27,87.07,-52.5,134.59539,56.74525,28.89,22.69
2008-02-28,-139.46,-28.28,-0.93983,147.41481,28.76,23.53
2008-02-29,-461.22,-74.88,-366.52344,-21.28982,29.21,26.54
2008-03-03,-336.3,-47.61,-22.95698,-238.10848,30.99,26.28
2008-03-04,-174.55,-59.8,66.04232,-342.56995,30.18,25.52
2008-03-05,25.83,63.44,229.36106,-323.4371,30.88,24.6
2008-03-06,254.99,59.15,408.09422,-148.18114,29.1,27.55
2008-03-07,-345.87,43.44,-42.43391,-336.57381,30.99,27.49
2008-03-10,190.77,276.41,337.62789,-257.00587,32.86,29.38
2008-03-11,-72.25,322.8,281.38468,-430.39371,32.48,26.36
2008-03-12,137.23,171.74,383.27901,-112.58098,29.97,27.22
2008-03-13,61.29,-20.9,321.12474,-772.81539,33.86,27.29
2008-03-14,70.86,-80.45,150.92315,-282.43286,32.6,31.16
2008-03-17,291.08,108.68,546.92867,-646.45574,38.96,32.24
2008-03-18,164.4,-66.17,385.13053,-419.60712,37.12,25.79
2008-03-19,-90.46,198.02,-179.39878,532.87091,31.86,29.84
2008-03-20,-24.25,175.94,25.81466,-71.07201,30.76,26.62
2008-03-21,-56.06,8.03,33.83231,79.69948,27.65,26.62
2008-03-24,2.31,-5.8,54.16927,44.90639,28.84,25.73
2008-03-25,-106.52,63.72,-101.09034,447.79164,27.8,25.72
2008-03-26,-100.84,-16.03,-139.58927,98.70601,27.73,26.08
2008-03-27,128.11,73.48,195.84972,-214.38181,27.68,25.88
2008-03-28,210.85,32.3,206.16923,140.59365,26.2,25.71
2008-03-31,-301.21,432.45,-247.85499,201.27913,27.05,25.61
2008-04-01,-147.39,87.59,-60.62628,25.57904,27.47,22.68
2008-04-02,216.68,-59.67,198.50091,238.94025,26.38,23.43
2008-04-03,503.12,-135.67,257.13808,-15.44542,26.93,23.21
2008-04-04,92.51,-18.76,91.1706,80.41472,27.51,22.45
2008-04-07,473.25,10.79,487.54676,-165.69708,28.29,22.42
2008-04-08,-264.77,127.25,-264.48053,71.29325,28.56,22.36
2008-04-10,-137.55,348.17,190.98708,-440.44628,26.54,21.98
2008-04-11,140.09,-11.25,558.61034,-509.10119,25.19,23.46
2008-04-14,-292.45,163.71,-202.94026,-107.86235,26.46,23.82
2008-04-15,71.98,18.66,141.96436,-371.18774,25.86,22.78
2008-04-16,369.61,22.87,371.12214,-255.02874,25.3,20.53
2008-04-17,-14.28,-25.16,88.43841,157.43738,24.07,20.37
2008-04-18,215.62,33.45,293.00566,-277.88828,24.06,20.13
2008-04-21,-97.4,166.06,-54.29546,326.2027,23.29,20.5
2008-04-22,148.82,-35.12,-36.49657,28.63997,23.81,20.87
2008-04-23,287.48,-9.36,273.23713,-198.21033,23.4,20.26
2008-04-24,-269.13,-5.89,-186.10489,125.35169,23.64,20.06
2008-04-25,337.88,10.61,185.45854,94.58916,22.61,19.59
2008-04-28,-85.43,48.61,-409.77583,282.6356,23.17,19.64
2008-04-29,43.23,-19.62,-118.88275,58.52411,22.41,20.24
2008-04-30,43.43,146.74,308.72744,-314.86216,22.04,20.79
2008-05-02,139.28,65.75,81.46367,122.25595,21.79,18.18
2008-05-06,97.33,49.31,238.84472,-34.1501,21.17,18.21
2008-05-07,119.96,-38.61,131.31515,-21.1548,21.16,19.73
2008-05-08,232.2,-6.04,204.37369,-332.91058,20.59,19.4
2008-05-09,-707.91,39.31,-582.53582,125.5881,21.49,19.41
2008-05-13,207.21,-59.43,97.29398,51.19161,20.41,17.98
2008-05-14,-87.59,-17.29,-128.17658,-2.40723,20.88,17.66
2008-05-15,295.96,-84.38,394.3316,321.67028,20.74,16.3
2008-05-16,128.53,-168.16,-334.67482,447.33515,20.86,16.47
2008-05-19,299.98,62.28,-67.53345,-57.06842,22.31,17.01
2008-05-20,-47.89,42.27,-68.57143,-197.75969,22.7,17.58
2008-05-21,59.91,86.94,-254.74565,139.46106,23.84,18.59
2008-05-22,-364.92,125.04,-224.0353,-177.95084,23.6,18.05
2008-05-23,-367.19,-45.83,-204.10817,27.55196,23.38,19.55
2008-05-26,197.25,50.82,78.06229,-132.5581,24.52,19.55
2008-05-27,-91.2,54.51,122.60326,-20.57658,23.6,19.64
2008-05-28,-517.84,63.8,-433.87185,353.93182,23.99,19.07
2008-05-29,543.22,-14.46,524.38554,75.69726,23.13,18.14
2008-05-30,-11.97,316.4,-41.66214,233.47413,23.06,17.83
2008-06-02,-352.25,51.96,-180.90788,117.51663,23.63,19.83
2008-06-03,-64.39,75.91,-80.47374,-165.3855,24.54,20.24
2008-06-04,199.58,21.9,277.5014,-216.58666,23.88,20.8
2008-06-05,-314.64,71.02,-197.42397,122.64826,23.13,18.63
2008-06-09,-231.54,97.87,147.42738,-159.3155,25.03,23.12
2008-06-10,-303.05,-17.75,-38.57908,-276.30747,26.03,23.18
2008-06-11,46.26,-0.9,107.88698,-307.81005,24.78,24.12
2008-06-12,-173.52,-288.35,413.97488,-968.98956,25.6,23.33
2008-06-13,-42.21,169.86,337.19624,-341.7014,24.11,21.22
2008-06-16,-20.61,-36.56,-11.92756,-62.05389,22.04,20.95
2008-06-17,217.15,29.69,106.05877,-195.28994,21.89,21.13
2008-06-18,302.06,24.12,326.23882,-217.86185,21.63,22.24
2008-06-19,-175.36,-72.99,-47.10154,-257.75451,22.93,21.58
2008-06-20,18.6,-20.2,59.871,-187.09663,22.81,22.87
2008-06-23,114.67,93.45,337.59395,-401.02612,23.35,22.64
2008-06-24,100.3,-43.14,244.45594,-369.18896,23.46,22.42
2008-06-25,242.36,102.37,277.8546,-302.172,23.7,21.14
2008-06-26,-60.1,87.61,41.46101,-19.29017,23.5,23.93
2008-06-27,107.99,230.56,393.2305,-411.34328,24.71,23.44
2008-06-30,292.78,270.95,431.27447,-149.08936,25.15,23.95
2008-07-01,229.32,29.15,259.08142,-148.30331,24.87,23.65
2008-07-02,374.02,263.75,586.01649,-421.87595,24.94,25.92
2008-07-03,254.28,321.04,689.61369,-443.48045,25.35,24.78
2008-07-04,40.57,87.5,209.6756,-265.7667,25.09,24.78
2008-07-07,349.12,258.11,272.2756,-116.73235,25.1,25.78
2008-07-08,137.37,248.06,352.19013,-262.98744,26.55,23.15
2008-07-09,73.04,-61.48,130.82165,-181.35008,25.93,25.23
2008-07-10,-240.09,507.6,280.48677,-261.12036,25.79,25.59
2008-07-11,-337.5,-54.22,212.86729,-327.82822,24.67,27.49
2008-07-14,-61.95,-32.85,93.75416,-226.05555,26.3,28.48
2008-07-15,247.23,62.76,79.16556,-247.43391,28.1,28.54
2008-07-16,437.74,28.91,267.78186,-437.41916,28.71,25.1
2008-07-17,-63.53,-63.48,-60.45479,-133.75808,26.41,25.01
2008-07-18,-42.98,35.19,56.14053,-180.47569,27.09,24.05
2008-07-21,591.39,111.7,551.13286,-205.64139,26.58,23.05
2008-07-22,117.58,56.34,211.72002,-200.12975,26.75,21.18
2008-07-23,276.43,-2.42,410.55922,-279.32454,24.6,21.31
2008-07-24,374.24,305.65,115.97087,166.15203,24.11,23.44
2008-07-25,200.89,237.36,74.14351,-181.28735,25.29,22.91
2008-07-28,153.26,125.63,30.10387,-260.16027,25.49,24.23
2008-07-29,-311.66,-24.63,-139.69808,-152.20753,25.64,22.03
2008-07-30,112.22,74.51,226.05948,-260.96527,24.53,21.21
2008-07-31,35.64,278.83,73.15695,84.6969,23.82,22.94
2008-08-01,-122.37,94.08,-19.48221,-114.74836,24.62,22.57
2008-08-04,-217.79,99.27,-238.43788,-95.33561,25.87,23.49
2008-08-05,434.75,160.91,607.2012,-573.04699,25.61,21.14
2008-08-06,59.65,113.92,255.63213,-78.60757,24.59,20.23
2008-08-07,-315.72,121.59,-62.58064,35.65314,25,21.15
2008-08-08,-140.78,291.52,68.32112,-39.71539,24.73,20.66
2008-08-11,183.51,111.35,322.2471,-117.14246,25.56,20.12
2008-08-12,-126.24,121.93,87.31783,160.6066,25,21.17
2008-08-13,-217.59,82.55,-213.67844,-5.62381,24.81,21.55
2008-08-14,-67.85,211.47,-55.75705,62.55243,23.21,20.34
2008-08-18,-161.43,50.66,-79.43419,3.17167,22.41,20.98
2008-08-19,-48.95,130.46,159.47653,-366.59929,23.94,21.28
2008-08-20,227.48,6.93,263.71988,-432.35251,23.92,20.42
2008-08-21,-143.42,104.21,11.4732,-155.72533,24.45,19.82
2008-08-22,109.29,201.29,316.15963,-276.01564,24.39,18.81
2008-08-25,186.48,111.7,225.42605,-99.07846,25.56,20.97
2008-08-26,490.41,169.56,455.04432,-327.56026,25.4,20.49
2008-08-27,285.64,274.32,457.88619,-287.05245,25.37,19.76
2008-08-28,-186.32,135.79,19.22495,-54.43091,25.33,19.43
2008-08-29,395.23,192.01,453.86273,-239.07531,25.66,20.65
2008-09-01,535.26,447.47,389.32778,-27.67208,26.79,20.65
2008-09-02,646.09,473.6,677.29064,-252.63959,26.65,21.99
2008-09-03,2.6,140.58,142.04201,-8.0185,26.39,21.43
2008-09-04,-123.58,43.09,112.59243,-301.50352,25.83,24.03
2008-09-05,-318.61,87.32,147.55225,-252.5909,26.25,23.06
2008-09-08,-301.55,-61.08,130.24978,9.7486,25.99,22.64
2008-09-09,-336.49,-49.95,-24.35889,-206.23528,26.85,25.47
2008-09-10,178.58,3.17,537.09305,-551.25217,27.69,24.52
2008-09-11,-797.25,-115.94,-628.43556,113.52935,28.33,24.39
2008-09-12,157.13,55.82,537.76527,-392.78006,28.36,25.66
2008-09-16,359.78,-0.95,865.72152,-605.4222,37.42,30.3
2008-09-17,-189.23,676.47,-182.03447,115.86542,33.82,36.22
2008-09-18,-47.73,193.78,142.40841,-498.2751,37.6,33.1
2008-09-19,626.26,347.37,562.61275,247.13433,35.58,32.07
2008-09-22,80.3,266.8,166.36256,214.62814,35.23,33.85
2008-09-23,100.68,193.41,321.64592,-282.33797,34.92,35.72
2008-09-24,230.73,129.76,-33.77091,42.24452,34.28,35.19
2008-09-25,30.62,113.12,100.93147,-231.82728,33.69,32.82
2008-09-26,15.12,157.01,-75.23971,-167.86945,34.11,34.74
2008-09-29,-438.94,615.13,-847.61055,469.99957,35.14,46.72
2008-09-30,-274.62,483.34,179.68648,-104.37275,36.78,39.39
2008-10-01,-258.39,32.53,-243.20439,-107.30506,34.01,39.81
2008-10-02,205.29,214.92,99.41894,-324.34591,36.08,45.26
2008-10-06,-18.64,226.49,-158.92744,-248.03769,39.34,52.05
2008-10-07,287.9,177.75,121.00394,-108.58979,40.56,53.68
2008-10-08,-82.29,47.6,-109.57449,-44.68783,50.64,57.53
2008-10-09,-17.08,-16.32,100.47777,-84.50007,47.52,63.92
2008-10-10,-435.28,108.92,109.79706,-400.96701,62.73,69.95
2008-10-13,333.32,-105.17,388.34467,-518.6773,54.81,54.99
2008-10-14,45.18,102.13,-59.39837,139.56484,48.87,55.13
2008-10-15,188.43,196.9,206.3326,-442.68481,49.62,69.25
2008-10-16,177.79,207.61,49.75938,-619.75261,72.62,67.61
2008-10-17,98.34,220.17,-88.39755,-494.3365,72.33,70.33
2008-10-20,376.69,223.31,403.59857,-347.50873,64.29,52.97
2008-10-21,-319.28,-21.68,-119.74327,-10.77165,55.73,53.11
2008-10-22,-95.5,142,21.20372,-356.94653,61.17,69.65
2008-10-23,-262.64,180.48,-37.22314,-99.15229,68.63,67.8
2008-10-24,-14.07,164.23,354.34741,-274.98415,77.12,79.13
2008-10-27,-279.4,327.51,672.43817,-317.87263,84.43,80.06
2008-10-28,-201.74,-206.44,298.30786,-282.10934,70.51,66.96
2008-10-29,-203.48,-154.55,-2.06032,8.15735,89.3,69.96
2008-10-30,5.88,83.01,177.74723,27.20614,83.57,62.9
2008-10-31,43.89,210.27,-59.92407,321.45349,81.27,59.89
2008-11-03,128.88,174.85,-164.79868,-44.41274,76.46,53.68
2008-11-04,412.81,60.8,335.05621,-450.72036,65.08,47.73
2008-11-05,252.07,110.5,147.55855,67.06371,59.72,54.56
2008-11-06,160.14,235.96,128.91167,-282.99454,70.15,63.68
2008-11-07,-176.95,171.22,24.04096,-27.62319,69.5,56.1
2008-11-10,93.62,93.91,195.23123,8.89836,66.96,59.98
2008-11-11,231.2,-16.38,132.42842,-97.59887,70.45,61.44
2008-11-12,348.31,70.57,235.9138,-178.35452,68.8,66.46
2008-11-13,-123.47,57.98,-55.56645,-360.5494,81.04,59.83
2008-11-14,-121.47,-14.48,-287.50736,-136.72567,73.12,66.31
2008-11-17,54.11,96.88,-19.41383,-102.86322,73.75,69.15
2008-11-18,-227.03,133.64,-197.83573,-164.22674,73,67.64
2008-11-19,-121.48,-4.6,-11.19461,-244.33543,75.75,74.26
2008-11-20,-3.27,73.18,59.39208,-87.87104,84.39,80.86
2008-11-21,-69.45,91.1,57.73848,6.33992,74.03,72.67
2008-11-24,-97.03,-125.49,-48.05618,-83.37323,74.08,64.7
2008-11-25,181.01,27.22,102.19467,-52.42232,68.34,60.9
2008-11-26,159.15,72.02,199.70089,118.52815,64.74,54.92
2008-11-27,16.46,147.14,256.82326,193.90771,58.74,54.92
2008-11-28,185.31,209.28,198.54054,275.59155,57.79,55.28
2008-12-01,-136.01,2.44,-64.37072,33.83258,57.58,68.51
2008-12-02,-90.53,65.65,-52.75587,-9.62774,59.36,62.98
2008-12-03,-102.76,-149.59,-191.61914,-143.74194,56.48,60.72
2008-12-04,-64.32,72.43,-149.85823,-9.85622,58,63.64
2008-12-05,323.19,51.54,248.70444,-6.2399,56.7,59.93
2008-12-08,454.08,42.95,653.64497,114.60555,57.35,58.49
2008-12-09,-58.23,95.36,29.11637,199.16401,56.65,58.91
2008-12-10,254.56,266.26,456.01631,336.00056,54.4,55.73
2008-12-11,-75.1,301.87,383.40022,-115.17393,57.37,55.78
2008-12-12,1.08,23.4,-329.59175,11.46125,64.79,54.28
2008-12-15,260.19,80.68,175.66994,97.4856,64.44,56.76
2008-12-16,-43.67,1.51,-109.52229,-59.6431,64.58,52.37
2008-12-17,-14.38,84.15,-201.12041,130.29571,61.87,49.84
2008-12-18,306.29,284.22,166.33535,7.93513,58.18,47.34
2008-12-19,27.48,151.34,15.74456,233.1524,54.81,44.93
2008-12-22,-47.85,-45.09,-151.66236,18.94223,52.92,44.56
2008-12-23,33.3,86.1,-70.69085,-65.88169,51.56,45.02
2008-12-24,-7.81,4.22,-30.39295,-101.40193,50.07,44.21
2008-12-26,-124.27,63.26,-41.57909,-53.37617,48.85,43.38
2008-12-29,-152.76,137.18,62.36492,45.08808,47.96,43.9
2008-12-30,145.01,153.93,293.92295,191.70192,48.61,41.63
2009-01-02,-126.66,51.19,93.09574,64.33303,47.88,39.19
2009-01-05,-333.27,-64.58,-82.86416,334.13768,47.7,39.08
2009-01-06,446.65,-13.5,383.01416,368.36797,44.62,38.56
2009-01-07,-246.46,66.14,28.06724,560.63922,42.53,43.39
2009-01-08,-216.59,55.15,-56.89993,-132.55168,46.65,42.56
2009-01-09,-31.52,52.99,-164.65139,-85.41723,44.5,42.82
2009-01-12,-46.82,60.55,-108.82393,-99.16361,45.95,45.84
2009-01-13,-233.38,22.4,-236.187,31.11358,45.26,43.27
2009-01-14,-1.22,-51.08,-3.72087,10.24814,43.43,49.14
2009-01-15,-429.39,-138.63,-385.28794,-178.24975,51.92,51
2009-01-16,158.08,-115.18,71.16696,-307.56417,48.71,46.11
2009-01-19,-120.73,30.45,-32.18688,162.91228,46.63,46.11
2009-01-20,-278.08,-21.9,-127.51446,-61.8378,50.81,56.65
2009-01-21,-83.44,-82.65,-47.27797,-242.85338,53.17,46.42
2009-01-22,-25.04,-72.5,-135.97187,-63.59645,50.75,47.29
2009-01-23,-100.28,-64.92,-123.17085,-147.33458,53.05,47.27
2009-01-28,275.02,128.76,563.76605,140.75033,48.93,39.66
2009-01-29,131.73,144.91,295.20025,375.75797,46.81,42.63
2009-01-30,-27.2,76.9,223.33292,39.01972,48.21,44.84
2009-02-02,-278.5,-71.67,-350.52016,229.63702,51.73,45.52
2009-02-03,-105.99,10.99,-78.81928,235.58844,49.76,43.06
2009-02-04,295.28,36.6,396.63702,223.05845,46.61,43.85
2009-02-05,26.83,4.12,-78.60431,272.04429,47.26,43.73
2009-02-06,229.06,-60.3,54.37396,97.95488,45.07,43.37
2009-02-09,201.69,-6,-39.9246,47.54048,47.1,43.64
2009-02-10,257.15,-119.42,159.88385,-216.70009,47.33,46.67
2009-02-11,-145.82,-99.32,-33.41991,-110.03922,48.07,44.53
2009-02-12,-524.6,-61.92,-459.29339,-210.58021,47.33,41.25
2009-02-13,170.86,-14.94,184.1871,-128.45012,43.74,42.93
2009-02-16,-14.38,-76.31,-273.83208,-14.84784,44.73,42.93
2009-02-17,-166.24,-89.98,-305.73566,-174.75329,48.82,48.66
2009-02-18,-279.7,-42.15,-329.1219,-172.17481,49.26,48.46
2009-02-19,-381.5,-139.61,-230.29864,-134.01932,46.81,47.08
2009-02-20,-92.39,-104.85,13.54389,-357.155,49.94,49.3
2009-02-23,-112.19,-27.35,-4.42402,-12.07367,47.75,52.62
2009-02-24,-181.11,-121.3,44.01507,-298.8267,49.1,45.49
2009-02-25,-105.49,-62.5,-172.56685,-48.68584,47.31,44.67
2009-02-26,57.78,-10.31,-15.306,-98.76135,47.43,44.66
2009-02-27,-204.68,-19.93,88.01226,-3.47674,47.36,46.35
2009-03-02,-325.5,-274.48,2.21134,-408.66685,45.06,52.65
2009-03-03,110.51,-12.63,254.44011,-176.84909,46.16,50.93
2009-03-04,13.61,-122.95,225.19609,-177.60036,44.64,47.56
2009-03-05,-87.64,-102.16,-59.77957,67.53345,43.81,50.17
2009-03-06,164.24,106.83,146.86344,-36.74726,45.73,49.33
2009-03-09,21.37,-57.11,-31.08878,-59.69893,43.85,49.68
2009-03-10,59.36,154.43,179.05108,177.00118,42.24,44.37
2009-03-11,254.72,149.6,135.68632,558.33456,41.08,43.61
2009-03-12,662.82,75.5,942.81004,-714.93126,41,41.18
2009-03-13,196.33,76.45,-42.07964,-52.70047,39.83,42.36
2009-03-16,31.61,-3.42,-56.9574,-54.27053,41.28,43.74
2009-03-17,316.37,176.57,593.46196,26.62248,40.34,40.8
