"Index","SPVXSP.Index.DailyEndEq"
2010-03-25,0
2010-03-26,0.0103273400000001
2010-03-29,0.0199798099999999
2010-03-30,0.0164238
2010-03-31,0.00416391999999993
2010-04-01,0.00276396000000008
2010-04-05,0.0353703799999999
2010-04-06,0.0245358800000001
2010-04-07,-0.0155573500000001
2010-04-08,0
2010-04-09,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-19,0
2010-04-20,0.0463232
2010-04-21,-0.00500115000000002
2010-04-22,0.00236284999999998
2010-04-23,0.00667729999999993
2010-04-26,-0.0119231
2010-04-27,-0.1041271
2010-04-28,0.0115737999999999
2010-04-29,0.04711385
2010-04-30,-0.08409835
2010-05-03,0.0380621499999999
2010-05-04,-0.1045303
2010-05-05,-0.0513880500000003
2010-05-06,-0.20406225
2010-05-07,-0.1244614
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,-0.0970755299999999
2010-05-17,0
2010-05-18,0.0675935
2010-05-19,0.0240555
2010-05-20,0.14649625
2010-05-21,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0.08748234
2010-05-28,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-07,0
2010-06-08,-0.0406917
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-14,0.0192832
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0.0246871199999999
2010-06-28,-0.01604328
2010-06-29,-0.0959414399999999
2010-06-30,-0.0168256799999999
2010-07-01,0
2010-07-02,0.0300737799999999
2010-07-06,0.05400362
2010-07-07,0.0582934000000001
2010-07-08,0.0160078599999999
2010-07-09,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-19,0
2010-07-20,0.05857075
2010-07-21,-0.0111655000000001
2010-07-22,0.0487487500000001
2010-07-23,0.021798
2010-07-26,0.03204425
2010-07-27,0.00437125
2010-07-28,-0.00970150000000012
2010-07-29,0
2010-07-30,0
2010-08-02,0
2010-08-03,-0.0114470399999999
2010-08-04,0.00963712
2010-08-05,0
2010-08-06,-0.00076
2010-08-09,0.01649536
2010-08-10,-0.00560895999999996
2010-08-11,0
2010-08-12,0
2010-08-13,-0.0213080400000002
2010-08-16,0.0128496100000001
2010-08-17,0.0306657599999999
2010-08-18,0.0145922200000001
2010-08-19,-0.0293285699999999
2010-08-20,0.00829834999999986
2010-08-23,0.0166880500000002
2010-08-24,-0.02480834
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-30,0
2010-08-31,0
2010-09-01,0.0587285700000001
2010-09-02,0
2010-09-03,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0.00117719999999995
2010-09-20,0.0261812000000001
2010-09-21,-0.00357760000000009
2010-09-22,-0.0174167999999998
2010-09-23,-0.0304472000000001
2010-09-24,0.0555236
2010-09-27,-0.00450919999999995
2010-09-28,0.00121719999999995
2010-09-29,-0.0151456000000001
2010-09-30,-0.0249523999999999
2010-10-01,0.01997
2010-10-04,-0.0139732000000001
2010-10-05,0.0484976000000001
2010-10-06,0.0114679999999999
2010-10-07,0
2010-10-08,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0.025669
2010-10-22,0.038058
2010-10-25,0.00708899999999988
2010-10-26,-0.017075
2010-10-27,-0.0175084999999999
2010-10-28,0.001689
2010-10-29,0.000735
2010-11-01,0.0058455
2010-11-02,0.0209635
2010-11-03,0.053634
2010-11-04,0.054439
2010-11-05,0.0004075
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-15,0
2010-11-16,0
2010-11-17,0.0215715499999999
2010-11-18,0.0658603000000001
2010-11-19,0.01082785
2010-11-22,0.0293546000000001
2010-11-23,-0.0392133500000001
2010-11-24,0
2010-11-26,0
2010-11-29,0
2010-11-30,0
2010-12-01,0.0492096000000001
2010-12-02,0.0781274999999999
2010-12-03,0.0331925
2010-12-06,0.02004145
2010-12-07,0
2010-12-08,0
2010-12-09,0
2010-12-10,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,0.0173507400000001
2010-12-17,0.0153669899999999
2010-12-20,0.0297666000000001
2010-12-21,0.01826499
2010-12-22,0
2010-12-23,-0.02735091
2010-12-27,0
2010-12-28,0
2010-12-29,0.0117107399999999
2010-12-30,0.00715538
2010-12-31,0.0142489900000001
2011-01-03,0.01614398
2011-01-04,0.00626432999999996
2011-01-05,0.01751286
2011-01-06,0.00232028000000003
2011-01-07,-0.00371471999999997
2011-01-10,0
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,0
2011-01-18,0
2011-01-19,0
2011-01-20,0
2011-01-21,0
2011-01-24,0.0233155
2011-01-25,0.0103036999999998
2011-01-26,0.0326544500000001
2011-01-27,0.01603695
2011-01-28,-0.0928667499999999
2011-01-31,0.0131172
2011-02-01,0.0510306000000001
2011-02-02,-0.00125120000000019
2011-02-03,0
2011-02-04,0
2011-02-07,0
2011-02-08,0
2011-02-09,0
2011-02-10,0
2011-02-11,0
2011-02-14,0
2011-02-15,0
2011-02-16,-0.01371677
2011-02-17,-0.00863688
2011-02-18,-0.00817806999999995
2011-02-22,-0.13211497
2011-02-23,-0.0579856300000001
2011-02-24,0.0188383700000001
2011-02-25,0.0835354300000002
2011-02-28,0.0493380799999998
2011-03-01,-0.0941326799999999
2011-03-02,0.00538059000000008
2011-03-03,0.0610925399999998
2011-03-04,-0.0218628300000001
2011-03-07,0
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,0
2011-03-14,-0.0120482799999999
2011-03-15,-0.0562266899999999
2011-03-16,0
2011-03-17,0
2011-03-18,0.0326167500000001
2011-03-21,0.06970575
2011-03-22,0.0037635
2011-03-23,0.037986
2011-03-24,0
2011-03-25,0
2011-03-28,0
2011-03-29,0
2011-03-30,0
2011-03-31,0
2011-04-01,0
2011-04-04,0
2011-04-05,0.00622656000000006
2011-04-06,0.00406943999999994
2011-04-07,-0.00739968000000005
2011-04-08,-0.0143366399999999
2011-04-11,0.0107596799999999
2011-04-12,-0.01311936
2011-04-13,0.01795584
2011-04-14,0.0115238400000001
2011-04-15,0.0285811199999999
2011-04-18,-0.0270335999999999
2011-04-19,0.0541459199999999
2011-04-20,0.04612416
2011-04-21,0.0123148799999999
2011-04-25,0
2011-04-26,0
2011-04-27,0
2011-04-28,0.0157342399999999
2011-04-29,0.00283388
2011-05-02,-0.0289280799999998
