,BM, MACD ,SAR,ADX,RSI,Stoch,CCI,Program_Nbuy,FI_Nbuy,VIX_Avg,VKOSPI_Avg
2007-08-07 9:00,0.005555556,-0.005555556,-0.005555556,-0.005555556,-0.005555556,-0.005555556,0.005555556,0.005555556,-0.005555556,0.005555556,0.005555556
2007-08-08 9:00,0.030555556,-0.030555556,-0.030555556,-0.030555556,-0.030555556,-0.030555556,0.030555556,0.030555556,-0.030555556,0.030555556,0.030555556
2007-08-09 9:00,-0.000555556,0.000555556,0.000555556,0.000555556,0.000555556,0.000555556,-0.000555556,-0.000555556,0.000555556,-0.000555556,-0.000555556
2007-08-10 9:00,-0.055,0.055,0.055,0.055,0.055,0.055,-0.055,-0.055,0.055,-0.055,-0.055
2007-08-13 9:00,0.020833333,-0.020833333,-0.020833333,-0.020833333,-0.020833333,-0.020833333,0.020833333,0.020833333,-0.020833333,0.020833333,0.020833333
2007-08-14 9:00,-0.016944444,0.016944444,0.016944444,0.016944444,0.016944444,0.016944444,-0.016944444,-0.016944444,0.016944444,-0.016944444,-0.016944444
2007-08-16 9:00,-0.084444444,0.084444444,0.084444444,0.084444444,0.084444444,0.084444444,-0.084444444,-0.084444444,0.084444444,-0.084444444,-0.084444444
2007-08-17 9:00,-0.044444444,0.044444444,0.044444444,0.044444444,0.044444444,0.044444444,-0.044444444,-0.044444444,0.044444444,-0.044444444,-0.044444444
2007-08-20 9:00,0.071666667,-0.071666667,-0.071666667,-0.071666667,-0.071666667,-0.071666667,0.071666667,0.071666667,-0.071666667,0.071666667,0.071666667
2007-08-21 9:00,-0.004444444,0.004444444,0.004444444,0.004444444,0.004444444,0.004444444,-0.004444444,-0.004444444,0.004444444,-0.004444444,-0.004444444
2007-08-22 9:00,0.021111111,-0.021111111,-0.021111111,-0.021111111,0.021111111,0.021111111,0.021111111,0.021111111,-0.021111111,0.021111111,0.021111111
2007-08-23 9:00,0.032222222,-0.032222222,-0.032222222,-0.032222222,0.032222222,0.032222222,0.032222222,0.032222222,-0.032222222,0.032222222,0.032222222
2007-08-24 9:00,-0.010277778,0.010277778,0.010277778,0.010277778,-0.010277778,-0.010277778,-0.010277778,-0.010277778,0.010277778,-0.010277778,-0.010277778
2007-08-27 9:00,0.010833333,-0.010833333,0.010833333,-0.010833333,0.010833333,0.010833333,0.010833333,0.010833333,-0.010833333,0.010833333,0.010833333
2007-08-28 9:00,0.0225,-0.0225,0.0225,-0.0225,0.0225,0.0225,0.0225,0.0225,-0.0225,0.0225,0.0225
2007-08-29 9:00,0.001944444,-0.001944444,0.001944444,-0.001944444,0.001944444,0.001944444,0.001944444,0.001944444,-0.001944444,0.001944444,0.001944444
2007-08-30 9:00,0.012222222,0.012222222,0.012222222,-0.012222222,0.012222222,0.012222222,0.012222222,0.012222222,-0.012222222,0.012222222,0.012222222
2007-08-31 9:00,0.017222222,0.017222222,0.017222222,-0.017222222,0.017222222,0.017222222,0.017222222,0.017222222,-0.017222222,0.017222222,0.017222222
2007-09-03 9:00,0.001666667,0.001666667,0.001666667,-0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667
2007-09-04 9:00,-0.007777778,-0.007777778,-0.007777778,0.007777778,-0.007777778,-0.007777778,-0.007777778,-0.007777778,-0.007777778,-0.007777778,-0.007777778
2007-09-05 9:00,-0.010555556,-0.010555556,-0.010555556,0.010555556,-0.010555556,-0.010555556,-0.010555556,-0.010555556,-0.010555556,-0.010555556,-0.010555556
2007-09-06 9:00,0.022777778,0.022777778,0.022777778,0.022777778,0.022777778,0.022777778,0.022777778,0.022777778,0.022777778,0.022777778,0.022777778
2007-09-07 9:00,-0.006388889,-0.006388889,-0.006388889,0.006388889,-0.006388889,0.006388889,-0.006388889,-0.006388889,-0.006388889,-0.006388889,-0.006388889
2007-09-10 9:00,-0.038611111,-0.038611111,-0.038611111,0.038611111,-0.038611111,0.038611111,-0.038611111,-0.038611111,-0.038611111,-0.038611111,-0.038611111
2007-09-11 9:00,0.005277778,0.005277778,0.005277778,-0.005277778,0.005277778,-0.005277778,0.005277778,0.005277778,0.005277778,0.005277778,0.005277778
2007-09-12 9:00,-0.018333333,-0.018333333,0.018333333,0.018333333,-0.018333333,0.018333333,-0.018333333,-0.018333333,-0.018333333,-0.018333333,-0.018333333
2007-09-13 9:00,0.021111111,0.021111111,-0.021111111,-0.021111111,0.021111111,-0.021111111,0.021111111,0.021111111,0.021111111,0.021111111,0.021111111
2007-09-14 9:00,0.025277778,0.025277778,-0.025277778,-0.025277778,0.025277778,-0.025277778,0.025277778,0.025277778,0.025277778,0.025277778,0.025277778
2007-09-17 9:00,0.001666667,0.001666667,-0.001666667,-0.001666667,0.001666667,-0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667
2007-09-18 9:00,-0.026111111,-0.026111111,0.026111111,0.026111111,-0.026111111,0.026111111,-0.026111111,-0.026111111,-0.026111111,-0.026111111,-0.026111111
2007-09-19 9:00,0.063333333,0.063333333,-0.063333333,-0.063333333,0.063333333,-0.063333333,0.063333333,0.063333333,0.063333333,0.063333333,0.063333333
2007-09-20 9:00,-0.001944444,-0.001944444,0.001944444,0.001944444,-0.001944444,0.001944444,-0.001944444,-0.001944444,-0.001944444,-0.001944444,-0.001944444
2007-09-21 9:00,0.006388889,0.006388889,0.006388889,-0.006388889,0.006388889,-0.006388889,0.006388889,0.006388889,0.006388889,0.006388889,0.006388889
2007-09-27 9:00,0.022222222,0.022222222,0.022222222,0.022222222,0.022222222,-0.022222222,0.022222222,0.022222222,0.022222222,0.022222222,0.022222222
2007-09-28 9:00,-0.001111111,-0.001111111,-0.001111111,-0.001111111,-0.001111111,0.001111111,-0.001111111,-0.001111111,-0.001111111,-0.001111111,-0.001111111
2007-10-01 9:00,0.019166667,0.019166667,0.019166667,0.019166667,0.019166667,-0.019166667,0.019166667,0.019166667,0.019166667,0.019166667,0.019166667
2007-10-02 9:00,0.035277778,0.035277778,0.035277778,0.035277778,0.035277778,-0.035277778,0.035277778,0.035277778,0.035277778,0.035277778,0.035277778
2007-10-04 9:00,-0.005833333,-0.005833333,-0.005833333,-0.005833333,-0.005833333,0.005833333,-0.005833333,-0.005833333,-0.005833333,-0.005833333,-0.005833333
2007-10-05 9:00,-0.005555556,-0.005555556,-0.005555556,-0.005555556,-0.005555556,0.005555556,-0.005555556,-0.005555556,-0.005555556,-0.005555556,-0.005555556
2007-10-08 9:00,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,-0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,-0.004166667
2007-10-09 9:00,0.003888889,0.003888889,0.003888889,0.003888889,0.003888889,-0.003888889,0.003888889,0.003888889,0.003888889,0.003888889,-0.003888889
2007-10-10 9:00,0.016944444,0.016944444,0.016944444,0.016944444,0.016944444,-0.016944444,0.016944444,0.016944444,0.016944444,0.016944444,-0.016944444
2007-10-11 9:00,0.0175,0.0175,0.0175,0.0175,0.0175,-0.0175,0.0175,0.0175,0.0175,0.0175,-0.0175
2007-10-12 9:00,-0.027222222,-0.027222222,-0.027222222,-0.027222222,-0.027222222,0.027222222,-0.027222222,-0.027222222,-0.027222222,-0.027222222,-0.027222222
2007-10-15 9:00,-0.002777778,-0.002777778,-0.002777778,-0.002777778,-0.002777778,0.002777778,-0.002777778,-0.002777778,-0.002777778,-0.002777778,-0.002777778
2007-10-16 9:00,-0.024444444,-0.024444444,-0.024444444,-0.024444444,0.024444444,0.024444444,0.024444444,-0.024444444,-0.024444444,-0.024444444,-0.024444444
2007-10-17 9:00,-0.019166667,-0.019166667,-0.019166667,-0.019166667,0.019166667,0.019166667,0.019166667,-0.019166667,-0.019166667,-0.019166667,-0.019166667
2007-10-18 9:00,0.009166667,0.009166667,0.009166667,0.009166667,-0.009166667,-0.009166667,-0.009166667,0.009166667,0.009166667,0.009166667,0.009166667
2007-10-19 9:00,-0.026666667,0.026666667,0.026666667,0.026666667,0.026666667,0.026666667,0.026666667,-0.026666667,-0.026666667,-0.026666667,-0.026666667
2007-10-22 9:00,-0.048611111,0.048611111,0.048611111,0.048611111,0.048611111,0.048611111,0.048611111,-0.048611111,-0.048611111,-0.048611111,-0.048611111
2007-10-23 9:00,0.036388889,-0.036388889,-0.036388889,-0.036388889,-0.036388889,-0.036388889,-0.036388889,0.036388889,0.036388889,-0.036388889,0.036388889
2007-10-24 9:00,-0.011666667,0.011666667,0.011666667,0.011666667,0.011666667,0.011666667,0.011666667,-0.011666667,-0.011666667,0.011666667,0.011666667
2007-10-25 9:00,0.032777778,-0.032777778,-0.032777778,-0.032777778,-0.032777778,-0.032777778,-0.032777778,-0.032777778,-0.032777778,-0.032777778,-0.032777778
2007-10-26 9:00,0.035555556,-0.035555556,-0.035555556,-0.035555556,-0.035555556,0.035555556,0.035555556,-0.035555556,-0.035555556,-0.035555556,-0.035555556
2007-10-29 9:00,0.028055556,-0.028055556,-0.028055556,-0.028055556,-0.028055556,0.028055556,0.028055556,-0.028055556,-0.028055556,-0.028055556,-0.028055556
2007-10-30 9:00,-0.004722222,0.004722222,0.004722222,-0.004722222,0.004722222,-0.004722222,-0.004722222,0.004722222,0.004722222,0.004722222,0.004722222
2007-10-31 9:00,0.005555556,-0.005555556,0.005555556,0.005555556,-0.005555556,0.005555556,0.005555556,-0.005555556,-0.005555556,-0.005555556,-0.005555556
2007-11-01 9:00,0.008888889,0.008888889,0.008888889,0.008888889,-0.008888889,0.008888889,0.008888889,-0.008888889,-0.008888889,-0.008888889,-0.008888889
2007-11-02 9:00,-0.050277778,-0.050277778,-0.050277778,-0.050277778,0.050277778,-0.050277778,-0.050277778,0.050277778,0.050277778,-0.050277778,0.050277778
2007-11-05 9:00,0.000277778,0.000277778,0.000277778,0.000277778,-0.000277778,0.000277778,0.000277778,-0.000277778,-0.000277778,-0.000277778,-0.000277778
2007-11-06 9:00,0.033888889,0.033888889,0.033888889,0.033888889,-0.033888889,-0.033888889,0.033888889,-0.033888889,-0.033888889,-0.033888889,-0.033888889
2007-11-07 9:00,-0.001944444,0.001944444,-0.001944444,-0.001944444,0.001944444,0.001944444,-0.001944444,0.001944444,0.001944444,0.001944444,0.001944444
2007-11-08 9:00,-0.05,0.05,-0.05,-0.05,0.05,0.05,-0.05,0.05,0.05,0.05,0.05
2007-11-09 9:00,0.010277778,0.010277778,0.010277778,0.010277778,-0.010277778,-0.010277778,0.010277778,-0.010277778,-0.010277778,-0.010277778,-0.010277778
2007-11-12 9:00,-0.045,0.045,-0.045,0.045,0.045,0.045,-0.045,0.045,0.045,0.045,0.045
2007-11-13 9:00,0.003611111,-0.003611111,0.003611111,-0.003611111,-0.003611111,-0.003611111,0.003611111,-0.003611111,-0.003611111,-0.003611111,-0.003611111
2007-11-14 9:00,0.031944444,-0.031944444,-0.031944444,-0.031944444,-0.031944444,-0.031944444,0.031944444,-0.031944444,-0.031944444,-0.031944444,-0.031944444
2007-11-15 9:00,-0.019166667,0.019166667,0.019166667,0.019166667,0.019166667,0.019166667,-0.019166667,0.019166667,0.019166667,0.019166667,0.019166667
2007-11-16 9:00,-0.020277778,0.020277778,0.020277778,0.020277778,0.020277778,0.020277778,-0.020277778,0.020277778,0.020277778,0.020277778,-0.020277778
2007-11-19 9:00,-0.025277778,0.025277778,0.025277778,0.025277778,0.025277778,0.025277778,-0.025277778,0.025277778,0.025277778,0.025277778,-0.025277778
2007-11-20 9:00,-0.016111111,0.016111111,0.016111111,0.016111111,0.016111111,0.016111111,-0.016111111,0.016111111,0.016111111,0.016111111,-0.016111111
2007-11-21 9:00,-0.047222222,0.047222222,0.047222222,0.047222222,0.047222222,0.047222222,-0.047222222,0.047222222,0.047222222,0.047222222,-0.047222222
2007-11-22 9:00,0.003611111,-0.003611111,-0.003611111,-0.003611111,-0.003611111,-0.003611111,0.003611111,-0.003611111,-0.003611111,-0.003611111,0.003611111
2007-11-23 9:00,-0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,-0.027777778,0.027777778,0.027777778,0.027777778,-0.027777778
2007-11-26 9:00,0.075555556,-0.075555556,-0.075555556,-0.075555556,-0.075555556,0.075555556,0.075555556,-0.075555556,-0.075555556,-0.075555556,0.075555556
2007-11-27 9:00,0.001666667,-0.001666667,-0.001666667,-0.001666667,-0.001666667,0.001666667,0.001666667,-0.001666667,-0.001666667,-0.001666667,0.001666667
2007-11-28 9:00,-0.024444444,0.024444444,0.024444444,0.024444444,-0.024444444,-0.024444444,-0.024444444,0.024444444,0.024444444,0.024444444,-0.024444444
2007-11-29 9:00,0.033888889,-0.033888889,-0.033888889,-0.033888889,0.033888889,0.033888889,0.033888889,-0.033888889,-0.033888889,-0.033888889,0.033888889
2007-11-30 9:00,0.018055556,-0.018055556,-0.018055556,-0.018055556,0.018055556,0.018055556,0.018055556,-0.018055556,-0.018055556,0.018055556,0.018055556
2007-12-03 9:00,0.001388889,-0.001388889,0.001388889,-0.001388889,0.001388889,0.001388889,0.001388889,-0.001388889,-0.001388889,0.001388889,0.001388889
2007-12-04 9:00,0.006111111,0.006111111,0.006111111,-0.006111111,0.006111111,0.006111111,0.006111111,-0.006111111,-0.006111111,0.006111111,0.006111111
2007-12-05 9:00,0.021666667,0.021666667,0.021666667,-0.021666667,0.021666667,0.021666667,0.021666667,-0.021666667,-0.021666667,0.021666667,0.021666667
2007-12-06 9:00,0.015833333,0.015833333,0.015833333,-0.015833333,0.015833333,0.015833333,0.015833333,-0.015833333,-0.015833333,0.015833333,0.015833333
2007-12-07 9:00,-0.014722222,-0.014722222,-0.014722222,-0.014722222,-0.014722222,-0.014722222,-0.014722222,0.014722222,0.014722222,-0.014722222,-0.014722222
2007-12-10 9:00,-0.018888889,-0.018888889,-0.018888889,-0.018888889,-0.018888889,-0.018888889,-0.018888889,-0.018888889,-0.018888889,-0.018888889,-0.018888889
2007-12-11 9:00,0.019166667,0.019166667,0.019166667,0.019166667,0.019166667,0.019166667,-0.019166667,0.019166667,0.019166667,0.019166667,0.019166667
2007-12-12 9:00,-0.004166667,-0.004166667,-0.004166667,0.004166667,-0.004166667,0.004166667,0.004166667,-0.004166667,-0.004166667,-0.004166667,-0.004166667
2007-12-13 9:00,-0.020555556,-0.020555556,-0.020555556,0.020555556,-0.020555556,0.020555556,0.020555556,-0.020555556,-0.020555556,0.020555556,-0.020555556
2007-12-14 9:00,-0.021111111,-0.021111111,-0.021111111,0.021111111,-0.021111111,0.021111111,0.021111111,-0.021111111,-0.021111111,0.021111111,-0.021111111
2007-12-17 9:00,-0.038888889,-0.038888889,-0.038888889,0.038888889,-0.038888889,0.038888889,0.038888889,0.038888889,-0.038888889,0.038888889,-0.038888889
2007-12-18 9:00,0.015,0.015,0.015,-0.015,0.015,-0.015,-0.015,0.015,0.015,-0.015,0.015
2007-12-20 9:00,-0.015833333,0.015833333,0.015833333,0.015833333,-0.015833333,0.015833333,0.015833333,-0.015833333,-0.015833333,0.015833333,-0.015833333
2007-12-21 9:00,0.036944444,-0.036944444,-0.036944444,-0.036944444,0.036944444,-0.036944444,-0.036944444,0.036944444,0.036944444,0.036944444,0.036944444
2007-12-24 9:00,0.028333333,-0.028333333,-0.028333333,-0.028333333,0.028333333,-0.028333333,-0.028333333,0.028333333,0.028333333,0.028333333,0.028333333
2007-12-26 9:00,-0.001388889,0.001388889,0.001388889,0.001388889,-0.001388889,0.001388889,0.001388889,-0.001388889,-0.001388889,-0.001388889,-0.001388889
2007-12-27 9:00,0.000833333,-0.000833333,-0.000833333,-0.000833333,0.000833333,-0.000833333,-0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
2007-12-28 9:00,-0.014166667,-0.014166667,0.014166667,0.014166667,-0.014166667,0.014166667,0.014166667,-0.014166667,-0.014166667,-0.014166667,-0.014166667
2008-01-02 9:00,-0.030277778,-0.030277778,0.030277778,0.030277778,-0.030277778,0.030277778,0.030277778,-0.030277778,-0.030277778,-0.030277778,-0.030277778
2008-01-03 9:00,-0.0025,-0.0025,0.0025,0.0025,-0.0025,0.0025,0.0025,-0.0025,-0.0025,-0.0025,-0.0025
2008-01-04 9:00,0.005277778,0.005277778,-0.005277778,-0.005277778,0.005277778,-0.005277778,-0.005277778,0.005277778,0.005277778,-0.005277778,0.005277778
2008-01-07 9:00,-0.028611111,0.028611111,0.028611111,0.028611111,-0.028611111,0.028611111,0.028611111,-0.028611111,-0.028611111,0.028611111,-0.028611111
2008-01-08 9:00,-0.001388889,0.001388889,0.001388889,0.001388889,-0.001388889,0.001388889,-0.001388889,-0.001388889,-0.001388889,0.001388889,-0.001388889
2008-01-09 9:00,0.012777778,-0.012777778,-0.012777778,-0.012777778,0.012777778,-0.012777778,0.012777778,0.012777778,0.012777778,-0.012777778,0.012777778
2008-01-10 9:00,-0.016666667,0.016666667,0.016666667,0.016666667,-0.016666667,0.016666667,-0.016666667,-0.016666667,-0.016666667,0.016666667,-0.016666667
2008-01-11 9:00,-0.030555556,0.030555556,0.030555556,0.030555556,-0.030555556,0.030555556,-0.030555556,-0.030555556,-0.030555556,0.030555556,-0.030555556
2008-01-14 9:00,-0.015,0.015,0.015,0.015,-0.015,0.015,-0.015,0.015,0.015,0.015,-0.015
2008-01-15 9:00,0.001111111,-0.001111111,-0.001111111,-0.001111111,0.001111111,-0.001111111,0.001111111,-0.001111111,-0.001111111,-0.001111111,0.001111111
2008-01-16 9:00,-0.023888889,0.023888889,0.023888889,0.023888889,-0.023888889,0.023888889,-0.023888889,0.023888889,0.023888889,0.023888889,-0.023888889
2008-01-17 9:00,0.002222222,-0.002222222,-0.002222222,-0.002222222,0.002222222,-0.002222222,0.002222222,-0.002222222,-0.002222222,-0.002222222,0.002222222
2008-01-18 9:00,0.012777778,-0.012777778,-0.012777778,-0.012777778,0.012777778,-0.012777778,0.012777778,-0.012777778,-0.012777778,-0.012777778,0.012777778
2008-01-21 9:00,-0.035277778,0.035277778,0.035277778,0.035277778,-0.035277778,-0.035277778,-0.035277778,0.035277778,0.035277778,0.035277778,-0.035277778
2008-01-22 9:00,-0.055833333,0.055833333,0.055833333,0.055833333,-0.055833333,-0.055833333,-0.055833333,-0.055833333,0.055833333,0.055833333,-0.055833333
2008-01-23 9:00,0.021944444,-0.021944444,-0.021944444,-0.021944444,0.021944444,0.021944444,0.021944444,-0.021944444,-0.021944444,-0.021944444,0.021944444
2008-01-24 9:00,0.02,-0.02,-0.02,-0.02,0.02,0.02,0.02,0.02,-0.02,-0.02,-0.02
2008-01-25 9:00,0.013333333,-0.013333333,-0.013333333,-0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,-0.013333333,-0.013333333,-0.013333333
2008-01-28 9:00,-0.038888889,0.038888889,0.038888889,0.038888889,-0.038888889,-0.038888889,-0.038888889,-0.038888889,0.038888889,0.038888889,0.038888889
2008-01-29 9:00,0.016111111,-0.016111111,0.016111111,-0.016111111,0.016111111,0.016111111,0.016111111,0.016111111,-0.016111111,-0.016111111,0.016111111
2008-01-30 9:00,-0.023611111,0.023611111,-0.023611111,0.023611111,-0.023611111,-0.023611111,-0.023611111,-0.023611111,0.023611111,0.023611111,0.023611111
2008-01-31 9:00,0.007777778,-0.007777778,0.007777778,-0.007777778,0.007777778,0.007777778,0.007777778,0.007777778,-0.007777778,-0.007777778,-0.007777778
2008-02-01 9:00,0.0125,-0.0125,0.0125,-0.0125,0.0125,0.0125,0.0125,0.0125,-0.0125,-0.0125,-0.0125
2008-02-04 9:00,0.043611111,-0.043611111,-0.043611111,-0.043611111,0.043611111,0.043611111,0.043611111,0.043611111,-0.043611111,-0.043611111,-0.043611111
2008-02-05 9:00,-0.001111111,0.001111111,0.001111111,0.001111111,-0.001111111,-0.001111111,-0.001111111,-0.001111111,0.001111111,-0.001111111,-0.001111111
2008-02-11 9:00,-0.043333333,-0.043333333,-0.043333333,0.043333333,-0.043333333,-0.043333333,-0.043333333,-0.043333333,-0.043333333,0.043333333,-0.043333333
2008-02-12 9:00,-0.004444444,-0.004444444,-0.004444444,0.004444444,-0.004444444,-0.004444444,-0.004444444,-0.004444444,-0.004444444,0.004444444,-0.004444444
2008-02-13 9:00,-0.007777778,-0.007777778,-0.007777778,0.007777778,-0.007777778,-0.007777778,-0.007777778,-0.007777778,0.007777778,0.007777778,0.007777778
2008-02-14 9:00,0.045555556,0.045555556,0.045555556,-0.045555556,0.045555556,0.045555556,0.045555556,0.045555556,0.045555556,0.045555556,-0.045555556
2008-02-15 9:00,0.002777778,0.002777778,-0.002777778,-0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,-0.002777778
2008-02-18 9:00,-0.002222222,-0.002222222,0.002222222,0.002222222,-0.002222222,-0.002222222,-0.002222222,-0.002222222,-0.002222222,-0.002222222,0.002222222
2008-02-19 9:00,0.013333333,0.013333333,-0.013333333,-0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333
2008-02-20 9:00,-0.022222222,-0.022222222,-0.022222222,0.022222222,-0.022222222,-0.022222222,-0.022222222,-0.022222222,-0.022222222,-0.022222222,-0.022222222
2008-02-21 9:00,0.013888889,0.013888889,0.013888889,-0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889
2008-02-22 9:00,-0.016111111,-0.016111111,-0.016111111,0.016111111,-0.016111111,0.016111111,0.016111111,-0.016111111,-0.016111111,-0.016111111,0.016111111
2008-02-25 9:00,0.016388889,0.016388889,0.016388889,-0.016388889,0.016388889,-0.016388889,-0.016388889,0.016388889,0.016388889,-0.016388889,-0.016388889
2008-02-26 9:00,0.003055556,0.003055556,-0.003055556,-0.003055556,0.003055556,-0.003055556,-0.003055556,-0.003055556,0.003055556,-0.003055556,-0.003055556
2008-02-27 9:00,0.008888889,0.008888889,-0.008888889,-0.008888889,0.008888889,-0.008888889,-0.008888889,-0.008888889,0.008888889,-0.008888889,-0.008888889
2008-02-28 9:00,0.002777778,0.002777778,-0.002777778,-0.002777778,0.002777778,-0.002777778,-0.002777778,-0.002777778,0.002777778,-0.002777778,-0.002777778
2008-02-29 9:00,-0.015555556,-0.015555556,-0.015555556,0.015555556,-0.015555556,0.015555556,0.015555556,0.015555556,-0.015555556,0.015555556,0.015555556
2008-03-03 9:00,-0.03,-0.03,-0.03,0.03,-0.03,0.03,0.03,0.03,-0.03,0.03,0.03
2008-03-04 9:00,0.001666667,0.001666667,0.001666667,-0.001666667,0.001666667,-0.001666667,-0.001666667,-0.001666667,0.001666667,-0.001666667,-0.001666667
2008-03-05 9:00,0.001666667,0.001666667,-0.001666667,-0.001666667,0.001666667,-0.001666667,-0.001666667,-0.001666667,0.001666667,-0.001666667,-0.001666667
2008-03-06 9:00,0.019722222,0.019722222,-0.019722222,-0.019722222,0.019722222,-0.019722222,-0.019722222,-0.019722222,0.019722222,-0.019722222,0.019722222
2008-03-07 9:00,-0.030277778,-0.030277778,0.030277778,0.030277778,-0.030277778,0.030277778,0.030277778,0.030277778,-0.030277778,-0.030277778,-0.030277778
2008-03-10 9:00,-0.020833333,-0.020833333,0.020833333,0.020833333,-0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,-0.020833333,-0.020833333
2008-03-11 9:00,0.01,-0.01,-0.01,-0.01,0.01,-0.01,-0.01,-0.01,-0.01,0.01,-0.01
2008-03-12 9:00,0.0175,-0.0175,-0.0175,-0.0175,0.0175,-0.0175,-0.0175,-0.0175,-0.0175,0.0175,-0.0175
2008-03-13 9:00,-0.036111111,0.036111111,0.036111111,0.036111111,-0.036111111,0.036111111,0.036111111,0.036111111,-0.036111111,-0.036111111,0.036111111
2008-03-14 9:00,0.006111111,-0.006111111,-0.006111111,-0.006111111,0.006111111,-0.006111111,0.006111111,-0.006111111,0.006111111,0.006111111,0.006111111
2008-03-17 9:00,-0.028055556,0.028055556,0.028055556,0.028055556,-0.028055556,0.028055556,-0.028055556,0.028055556,0.028055556,-0.028055556,-0.028055556
2008-03-18 9:00,0.011111111,-0.011111111,-0.011111111,-0.011111111,0.011111111,-0.011111111,0.011111111,-0.011111111,-0.011111111,0.011111111,0.011111111
2008-03-19 9:00,0.029722222,-0.029722222,-0.029722222,-0.029722222,0.029722222,-0.029722222,0.029722222,-0.029722222,-0.029722222,0.029722222,0.029722222
2008-03-20 9:00,-0.005277778,0.005277778,0.005277778,0.005277778,-0.005277778,0.005277778,-0.005277778,0.005277778,0.005277778,-0.005277778,-0.005277778
2008-03-21 9:00,0.023333333,-0.023333333,-0.023333333,-0.023333333,0.023333333,-0.023333333,0.023333333,-0.023333333,-0.023333333,0.023333333,0.023333333
2008-03-24 9:00,0.006944444,-0.006944444,-0.006944444,-0.006944444,0.006944444,-0.006944444,0.006944444,-0.006944444,-0.006944444,0.006944444,0.006944444
2008-03-25 9:00,0.011666667,0.011666667,0.011666667,-0.011666667,0.011666667,-0.011666667,0.011666667,-0.011666667,0.011666667,0.011666667,0.011666667
2008-03-26 9:00,0.006388889,0.006388889,0.006388889,-0.006388889,0.006388889,-0.006388889,0.006388889,-0.006388889,-0.006388889,0.006388889,0.006388889
2008-03-27 9:00,-0.006944444,-0.006944444,-0.006944444,0.006944444,-0.006944444,0.006944444,-0.006944444,0.006944444,-0.006944444,-0.006944444,-0.006944444
2008-03-28 9:00,0.023888889,0.023888889,0.023888889,-0.023888889,0.023888889,-0.023888889,0.023888889,-0.023888889,0.023888889,-0.023888889,0.023888889
2008-03-31 9:00,-0.008333333,-0.008333333,-0.008333333,0.008333333,-0.008333333,0.008333333,-0.008333333,0.008333333,0.008333333,0.008333333,-0.008333333
2008-04-01 9:00,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333,-0.008333333,0.008333333,0.008333333,0.008333333,-0.008333333,0.008333333
2008-04-02 9:00,0.0375,0.0375,0.0375,0.0375,0.0375,-0.0375,0.0375,0.0375,0.0375,-0.0375,0.0375
2008-04-03 9:00,0.011944444,0.011944444,0.011944444,0.011944444,0.011944444,-0.011944444,0.011944444,0.011944444,0.011944444,-0.011944444,0.011944444
2008-04-04 9:00,0.008055556,0.008055556,0.008055556,0.008055556,0.008055556,-0.008055556,0.008055556,0.008055556,0.008055556,-0.008055556,0.008055556
2008-04-07 9:00,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,-0.001666667,0.001666667,0.001666667,0.001666667,-0.001666667,0.001666667
2008-04-08 9:00,-0.014444444,-0.014444444,-0.014444444,-0.014444444,-0.014444444,0.014444444,-0.014444444,-0.014444444,-0.014444444,0.014444444,-0.014444444
2008-04-10 9:00,0.006944444,0.006944444,0.006944444,0.006944444,0.006944444,-0.006944444,0.006944444,0.006944444,0.006944444,-0.006944444,0.006944444
2008-04-11 9:00,0.008333333,0.008333333,0.008333333,0.008333333,-0.008333333,-0.008333333,0.008333333,0.008333333,0.008333333,-0.008333333,0.008333333
2008-04-14 9:00,-0.023333333,-0.023333333,-0.023333333,-0.023333333,0.023333333,0.023333333,0.023333333,-0.023333333,-0.023333333,0.023333333,-0.023333333
2008-04-15 9:00,-0.006111111,-0.006111111,-0.006111111,-0.006111111,0.006111111,0.006111111,0.006111111,-0.006111111,-0.006111111,0.006111111,-0.006111111
2008-04-16 9:00,0.015,0.015,0.015,0.015,-0.015,-0.015,-0.015,0.015,0.015,-0.015,0.015
2008-04-17 9:00,0.008611111,0.008611111,-0.008611111,0.008611111,-0.008611111,-0.008611111,-0.008611111,0.008611111,0.008611111,-0.008611111,0.008611111
2008-04-18 9:00,0.000277778,0.000277778,-0.000277778,0.000277778,-0.000277778,-0.000277778,-0.000277778,0.000277778,0.000277778,-0.000277778,0.000277778
2008-04-21 9:00,0.02,0.02,-0.02,0.02,-0.02,-0.02,-0.02,0.02,0.02,-0.02,0.02
